# k  sigma_yc_n1  sigma_yc_n3  sigma_yc_n6  sigma_y2c_n1  sigma_y2c_n3  sigma_y2c_n6  sigma_y3c_n1  sigma_y3c_n3  sigma_y3c_n6  sigma_Ac_n1  sigma_Ac_n3  sigma_Ac_n6
  1.00000000e+00   3.22728078e-04   3.03680344e-04   2.98272916e-04   5.59013325e-04   3.92759213e-04   2.79663751e-04   3.32199968e-03   2.24096742e-03   1.51013501e-03   1.44894088e-03   7.99455734e-04   4.50854292e-04
  2.00000000e+00   3.23571122e-04   3.03970171e-04   2.98436901e-04   5.59293015e-04   3.92558744e-04   2.79665744e-04   3.32397619e-03   2.24115845e-03   1.50972517e-03   1.44827497e-03   7.98972898e-04   4.50743802e-04
  4.00000000e+00   3.23789139e-04   3.03817172e-04   2.98026540e-04   5.60767926e-04   3.93240017e-04   2.79959280e-04   3.33410964e-03   2.24693752e-03   1.51230798e-03   1.45150638e-03   7.99888179e-04   4.50623255e-04
  8.00000000e+00   3.24416862e-04   3.03897855e-04   2.97807814e-04   5.62543624e-04   3.93852191e-04   2.80280351e-04   3.34788470e-03   2.25368950e-03   1.51549195e-03   1.45839742e-03   8.02350947e-04   4.51261808e-04
  1.60000000e+01   3.23957123e-04   3.03441945e-04   2.97580438e-04   5.62434608e-04   3.93697797e-04   2.80276414e-04   3.34880719e-03   2.25226506e-03   1.51391925e-03   1.46054679e-03   8.01847431e-04   4.51114302e-04
  3.20000000e+01   3.24134349e-04   3.04006085e-04   2.98116270e-04   5.59815513e-04   3.92742756e-04   2.80202919e-04   3.33245551e-03   2.24447308e-03   1.51040078e-03   1.45528832e-03   8.00882052e-04   4.51359253e-04
  6.40000000e+01   3.24418249e-04   3.03997572e-04   2.98354732e-04   5.62144709e-04   3.95233850e-04   2.80461715e-04   3.34925563e-03   2.25773605e-03   1.51429033e-03   1.46305496e-03   8.01301477e-04   4.50572649e-04
  1.28000000e+02   3.24107346e-04   3.02690082e-04   2.96251687e-04   5.59912044e-04   3.94445740e-04   2.82450742e-04   3.33081005e-03   2.24591590e-03   1.50586645e-03   1.45462761e-03   7.98430928e-04   4.50851203e-04
  2.56000000e+02   3.24839622e-04   3.03392311e-04   2.95194645e-04   5.66609339e-04   3.98506606e-04   2.84794916e-04   3.34688123e-03   2.25567103e-03   1.51377159e-03   1.44497841e-03   7.89103359e-04   4.51281718e-04
  5.12000000e+02   3.19502311e-04   3.00951351e-04   2.96494744e-04   5.64590040e-04   3.97989200e-04   2.86774729e-04   3.35347989e-03   2.25106915e-03   1.53743441e-03   1.46165809e-03   7.89098744e-04   4.53501661e-04
  1.02400000e+03   3.25003727e-04   3.01474491e-04   2.93433604e-04   5.72002577e-04   4.02703698e-04   2.91995752e-04   3.40023636e-03   2.29320904e-03   1.55316485e-03   1.47171022e-03   7.94200090e-04   4.56357797e-04
  2.04800000e+03   3.27521210e-04   3.02533406e-04   2.94480984e-04   5.62926304e-04   3.98550516e-04   2.89899582e-04   3.35885905e-03   2.29064951e-03   1.53575138e-03   1.46024346e-03   8.03526418e-04   4.63469516e-04
  4.09600000e+03   3.18150739e-04   2.88202297e-04   2.90752392e-04   5.65146211e-04   4.02719361e-04   2.99161112e-04   3.42769599e-03   2.32120116e-03   1.58152555e-03   1.49407994e-03   7.92248117e-04   4.59710084e-04
  8.19200000e+03   3.41966947e-04   3.14454165e-04   3.17949775e-04   5.77387926e-04   4.20773457e-04   3.16582435e-04   3.45355129e-03   2.39112431e-03   1.69032635e-03   1.49686092e-03   8.00361708e-04   4.76998789e-04
  1.63840000e+04   3.63193156e-04   3.38962472e-04   3.37404583e-04   5.66890538e-04   4.04581172e-04   3.08459623e-04   3.43744326e-03   2.28404953e-03   1.59390638e-03   1.55323533e-03   7.95575106e-04   4.83328831e-04
  3.27680000e+04   3.57086930e-04   3.32033498e-04   3.06859321e-04   5.81443639e-04   4.04341825e-04   2.79736857e-04   3.53165100e-03   2.20789793e-03   1.42919705e-03   1.61944883e-03   7.69438210e-04   4.85837059e-04
  6.55360000e+04   3.22925174e-04   3.22507370e-04   2.96191907e-04   6.23906539e-04   4.28438467e-04   2.30241679e-04   3.48979318e-03   2.18772533e-03   1.20702535e-03   1.56600404e-03   7.97609322e-04   5.58363684e-04
  1.31072000e+05   3.19540066e-04   3.33951032e-04   3.48432540e-04   6.01095737e-04   4.70125049e-04   2.47905450e-04   3.15781919e-03   2.28326937e-03   1.33399414e-03   1.42108767e-03   7.68529647e-04   4.42506850e-04
