# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.94903579e-01   7.42715867e-04   1.98988352e+00   2.80221263e-03   1.39464484e+00   2.20805873e-03   2.99333941e+00   1.00128881e-02
  2.00000000e+00   9.93769056e-01   1.03213072e-03   1.98029611e+00   4.56234049e-03   1.21775419e+00   2.57130657e-03   2.96154169e+00   1.93968482e-02
  3.00000000e+00   9.93690555e-01   1.46853591e-03   1.98000547e+00   7.80249578e-03   1.12113443e+00   3.06143804e-03   3.02699417e+00   3.96077194e-02
  4.00000000e+00   9.92668275e-01   2.08474342e-03   1.97707010e+00   1.34389232e-02   1.05557547e+00   3.89464552e-03   2.87982987e+00   8.91883537e-02
  5.00000000e+00   9.91587779e-01   2.89984673e-03   1.92464712e+00   2.62806486e-02   1.01956348e+00   5.33476116e-03   2.83047234e+00   2.10402129e-01
  6.00000000e+00   9.93602284e-01   4.08987578e-03   1.96891991e+00   4.79582719e-02   9.98505880e-01   7.49293538e-03   2.76951345e+00   5.24279799e-01
  7.00000000e+00   9.79470972e-01   5.83528529e-03   1.93414389e+00   9.03034341e-02   9.89652294e-01   9.92736922e-03   3.30594084e+00   1.50571217e+00
  8.00000000e+00   9.78221494e-01   8.20442649e-03   1.90623484e+00   1.80044017e-01   9.86588797e-01   1.40040929e-02   6.07971001e+00   1.38665450e+01
  9.00000000e+00   9.50132600e-01   1.15087605e-02   1.52019652e+00   2.95139426e-01   9.43575095e-01   1.88726361e-02  -4.63061397e+00   1.32209883e+01
  1.00000000e+01   8.99482604e-01   1.58904550e-02   1.56298889e+00   4.95888841e-01   8.92255835e-01   2.55180343e-02  -1.80767130e-01   2.35476725e+00
  1.10000000e+01   8.21935148e-01   2.15341951e-02   1.01074406e+00   6.63106476e-01   8.05097634e-01   3.43170174e-02   8.52250313e-01   2.80159764e+00
  1.20000000e+01   7.08665518e-01   2.76775089e-02   1.61295101e+00   1.23902660e+00   7.06604874e-01   4.45896903e-02   1.25274072e-01   3.11224629e+00
  1.30000000e+01   4.67363475e-01   2.82888299e-02   1.44260120e+00   2.24230013e+00   4.60241031e-01   5.13118673e-02   1.30544134e+01   1.36051636e+01
  1.40000000e+01   1.72681109e-01   1.90909368e-02   2.21908991e-01   1.81874166e+00   1.41625766e-01   4.46768699e-02  -6.40834307e+00   5.08379643e+01
