# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   2.78753045e-01   7.44009631e-04   1.55706978e-01   1.02913606e-03   7.13075004e-01   5.50015261e-03   1.29798029e-01   2.18009503e-03
  2.00000000e+00   1.61172452e-01   6.82636353e-04   5.20872541e-02   6.13395449e-04   3.61818457e-01   3.29808665e-03   2.43156634e-02   9.93108478e-04
  3.00000000e+00   9.32098989e-02   6.02050722e-04   1.74143672e-02   4.26369716e-04   1.99609292e-01   2.23379328e-03   5.33236831e-03   5.49111799e-04
  4.00000000e+00   5.41425242e-02   6.20395954e-04   5.58054261e-03   3.93233409e-04   1.11634928e-01   1.86255236e-03   3.26318246e-04   5.32124345e-04
  5.00000000e+00   3.14840276e-02   5.90227783e-04   2.33875053e-03   4.25278258e-04   6.50500155e-02   1.92284966e-03   9.51098261e-04   4.53995187e-04
  6.00000000e+00   1.77140265e-02   5.26539278e-04   1.08189491e-03   4.46236191e-04   3.62307818e-02   1.78434207e-03   1.59629271e-04   5.68348153e-04
  7.00000000e+00   9.88975614e-03   5.20669344e-04   6.79645215e-04   4.04441251e-04   1.89220655e-02   1.78881539e-03  -6.33628066e-04   4.81965260e-04
  8.00000000e+00   5.41563772e-03   5.98817351e-04   3.00698368e-04   4.03040930e-04   1.15646805e-02   1.96165392e-03  -5.45493589e-04   5.94072361e-04
  9.00000000e+00   3.39446756e-03   6.29099436e-04  -4.05083296e-04   3.42844894e-04   7.38832914e-03   1.83830851e-03  -1.30211926e-03   4.16997783e-04
  1.00000000e+01   2.05601118e-03   5.46214833e-04  -6.76698204e-04   4.04218786e-04   5.21269819e-03   1.65627297e-03  -4.78231813e-04   4.95728695e-04
  1.10000000e+01   1.61121979e-03   5.30431139e-04  -1.99911348e-04   3.83164198e-04   2.69882050e-03   1.60602348e-03  -3.38851622e-04   5.46352413e-04
  1.20000000e+01   8.68773574e-04   5.07782375e-04  -8.22447631e-05   3.46665553e-04   8.75943759e-04   1.64422644e-03  -5.56752179e-05   5.89300511e-04
  1.30000000e+01   1.21548739e-04   5.11096521e-04   1.83896917e-04   3.51365966e-04  -4.48174005e-04   1.65835387e-03   6.61473234e-04   4.09880332e-04
  1.40000000e+01  -2.96864954e-04   5.37181579e-04   5.11508242e-06   4.41576847e-04  -1.61286017e-03   1.67953653e-03  -3.86547931e-04   5.43188520e-04
  1.50000000e+01  -4.24032743e-04   5.71768874e-04   6.89935815e-05   4.59752012e-04  -1.26169133e-03   1.44583391e-03  -2.26065840e-04   5.90206546e-04
  1.60000000e+01  -6.00422537e-04   6.54710576e-04   1.71714867e-04   4.31036631e-04  -1.23046025e-03   1.67320150e-03   5.30028246e-04   5.43997688e-04
  1.70000000e+01  -3.10369174e-04   7.52996841e-04   3.07497152e-04   4.60881132e-04   4.90740384e-04   1.87338107e-03   7.87736464e-04   4.51081179e-04
  1.80000000e+01  -9.90577460e-05   8.59922606e-04   6.68104085e-04   6.11154730e-04   1.06095212e-03   2.28645027e-03  -3.65276489e-04   6.64946790e-04
