# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.86132576e-01   3.66454589e-03   1.97110186e+00   1.26511634e-02   1.22119968e+00   6.76247130e-03   3.01477155e+00   5.91622638e-02
  2.00000000e+00   9.85718232e-01   5.98670529e-03   1.97213294e+00   3.14711645e-02   1.07060598e+00   1.12304786e-02   2.73134992e+00   1.73385258e-01
  3.00000000e+00   9.77822884e-01   1.08226489e-02   2.04849719e+00   1.06212950e-01   1.04603311e+00   1.83570360e-02   5.08829204e+00   3.40062031e+00
  4.00000000e+00   9.75855230e-01   1.64035900e-02   1.56591902e+00   2.55040966e-01   9.72150481e-01   3.33298281e-02  -1.98118841e+00   3.41655912e+00
  5.00000000e+00   1.03523220e+00   3.10857939e-02   1.39017073e+00   6.25110219e-01   1.05347378e+00   5.36204533e-02   3.47407824e+00   8.41871466e+00
  6.00000000e+00   1.04917770e+00   5.36247246e-02   8.40110420e-01   8.14403150e-01   1.16936382e+00   1.17020107e-01  -5.94597418e+00   0.00000000e+00
  7.00000000e+00   1.08414940e+00   1.27847588e-01   1.49547115e+00   2.16136026e+00   8.86634183e-01   2.11737914e-01   2.81778339e-01   2.25341650e+00
  8.00000000e+00   8.41267262e-01   1.62763612e-01              nan   0.00000000e+00   8.07111273e-01   2.65517041e-01  -1.58738704e+00   1.76107454e+00
  9.00000000e+00   9.03151246e-01   2.28307754e-01  -9.30457437e-01   1.26007377e+00   6.28561147e-01   3.57927709e-01   1.82139955e+00   1.79688270e+00
  1.00000000e+01   4.39487763e-01   2.64600229e-01   2.26482140e+00   3.29259116e+00   1.18977573e+00   7.36612060e-01   6.49853256e-01   2.79806419e+00
  1.10000000e+01   1.11603972e+00   5.97241750e-01   1.90819767e+00   9.86736287e+00   2.10116228e+00   3.44041559e+00   3.17512874e+00   9.65862659e+00
  1.20000000e+01   3.60171042e+00   5.46301100e+00  -4.88904861e+00   2.27235480e+00   6.55392730e+00   2.37200750e+00  -6.94968206e+00   8.28183135e+00
  1.30000000e+01  -6.26534397e+00   3.16108713e+00   2.79085855e+00   6.45078742e+00  -2.49035890e+00   6.22777673e+00              nan   0.00000000e+00
  1.40000000e+01  -6.70501480e-01   1.79551082e+00  -7.62584672e-01   1.20295792e+01   4.47268826e-01   1.59859725e+00   1.11022657e+00   6.07358941e+00
  1.50000000e+01  -6.37706846e-01   1.30688250e+00  -1.62946694e+00   1.06959050e+01   5.61444572e-02   2.18664209e+00              nan   0.00000000e+00
  1.60000000e+01   1.29897045e+00   3.53193950e+00  -1.10112989e+00   3.70288398e+00   4.70597050e+00   0.00000000e+00  -7.27246136e-01   1.71240029e+00
  1.70000000e+01   2.08084212e+00   6.77235579e+00  -1.42584833e+00   2.03532295e+00  -1.58317129e+00   5.37597477e+00              nan   0.00000000e+00
