# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.91915153e-01   8.71784891e-04   1.98580499e+00   3.46669898e-03   1.32209281e+00   2.32730990e-03   2.98253010e+00   1.25371317e-02
  2.00000000e+00   9.93645518e-01   1.27513537e-03   1.99376161e+00   6.65311507e-03   1.15616345e+00   2.87520682e-03   3.01403540e+00   3.19758962e-02
  3.00000000e+00   9.90806421e-01   1.94346100e-03   1.99058575e+00   1.34537416e-02   1.06598466e+00   3.69303954e-03   2.97351073e+00   8.11723303e-02
  4.00000000e+00   9.88655590e-01   3.03077003e-03   2.03992050e+00   3.04420703e-02   1.01859718e+00   5.50081376e-03   3.06457775e+00   2.87664497e-01
  5.00000000e+00   9.77045062e-01   4.67762178e-03   1.94552290e+00   6.82976085e-02   9.77088372e-01   8.26815819e-03   2.06747400e+00   6.42274692e-01
  6.00000000e+00   9.66371072e-01   7.15853455e-03   2.27577501e+00   1.79567366e-01   9.73624460e-01   1.20625698e-02   2.55198391e+00   1.74327509e+00
  7.00000000e+00   9.33696885e-01   1.05712154e-02   2.37725335e+00   4.93077388e-01   9.49091956e-01   1.70990912e-02              nan   0.00000000e+00
  8.00000000e+00   8.61782213e-01   1.55637403e-02   1.30026993e+00   7.61559844e-01   8.66861385e-01   2.65687953e-02              nan   0.00000000e+00
  9.00000000e+00   7.73700907e-01   2.17743335e-02   8.96990435e-01   1.09482602e+00   7.82874736e-01   3.68720978e-02   1.12559702e+01   4.98602853e+00
  1.00000000e+01   5.48851781e-01   2.62184596e-02  -1.01423470e+00   1.05592813e+00   5.69809239e-01   4.66348696e-02  -1.17549638e+01   5.04919945e+00
  1.10000000e+01   2.10247827e-01   1.96616541e-02   2.21370508e-02   7.71882041e-01   1.99297259e-01   4.51678818e-02   2.12039314e+00   7.61002998e+00
