# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   1.00009600e+00   7.98877401e-04   2.00361180e+00   2.00480048e-03   1.70971477e+00   1.98470964e-03   3.01026623e+00   5.35612672e-03
  2.00000000e+00   1.00026185e+00   8.22246153e-04   2.00392899e+00   2.13931477e-03   1.65025095e+00   2.04035712e-03   3.01265365e+00   5.98781471e-03
  3.00000000e+00   1.00028919e+00   8.38757420e-04   2.00478197e+00   2.23127480e-03   1.59345775e+00   2.07486654e-03   3.01384466e+00   6.69211257e-03
  4.00000000e+00   1.00016651e+00   8.53682049e-04   2.00536333e+00   2.39509139e-03   1.53921621e+00   2.14203073e-03   3.01429837e+00   7.54954353e-03
  5.00000000e+00   9.99998100e-01   8.84029671e-04   2.00477050e+00   2.55352373e-03   1.48811643e+00   2.13566750e-03   3.01687968e+00   8.32823586e-03
  6.00000000e+00   9.99648059e-01   9.21794208e-04   2.00470908e+00   2.74768626e-03   1.44097100e+00   2.15308420e-03   3.02066526e+00   8.95241235e-03
  7.00000000e+00   9.99605507e-01   9.70172197e-04   2.00522670e+00   3.01049397e-03   1.39569274e+00   2.29763685e-03   3.01698808e+00   1.01553771e-02
  8.00000000e+00   9.98987437e-01   1.01127798e-03   2.00528822e+00   3.25628705e-03   1.35496719e+00   2.40668291e-03   3.02027096e+00   1.16285185e-02
  9.00000000e+00   9.99719917e-01   1.09795510e-03   2.00613084e+00   3.57608618e-03   1.31778839e+00   2.41997347e-03   3.02299901e+00   1.32118915e-02
  1.00000000e+01   9.99826892e-01   1.17744277e-03   2.00565717e+00   3.92921957e-03   1.28411603e+00   2.50319008e-03   3.02781159e+00   1.47693475e-02
  1.10000000e+01   1.00046582e+00   1.27511509e-03   2.00681778e+00   4.22668643e-03   1.25306148e+00   2.58342247e-03   3.03057017e+00   1.70708606e-02
  1.20000000e+01   1.00054782e+00   1.39920942e-03   2.00802470e+00   4.72864990e-03   1.22607494e+00   2.77325495e-03   3.03048779e+00   1.98425929e-02
  1.30000000e+01   9.99863662e-01   1.54012148e-03   2.00254833e+00   5.30250745e-03   1.19513405e+00   2.94566887e-03   3.00328381e+00   2.25583018e-02
  1.40000000e+01   9.99430568e-01   1.70445231e-03   2.00189892e+00   5.95274755e-03   1.17329034e+00   3.13820302e-03   3.01892506e+00   2.61109929e-02
  1.50000000e+01   9.98303629e-01   1.86741822e-03   1.99457874e+00   6.64092647e-03   1.14923888e+00   3.28754035e-03   2.99838157e+00   3.02980574e-02
  1.60000000e+01   9.98816632e-01   2.07344202e-03   1.99582958e+00   7.49550268e-03   1.13439525e+00   3.48114854e-03   3.04101241e+00   3.45476503e-02
  1.70000000e+01   9.98035752e-01   2.26957378e-03   1.99830344e+00   8.52544152e-03   1.11849558e+00   3.65765290e-03   3.06174517e+00   4.07124874e-02
  1.80000000e+01   9.97989442e-01   2.44742661e-03   1.99612311e+00   9.59549700e-03   1.10617316e+00   3.87021863e-03   3.09839811e+00   4.83597505e-02
  1.90000000e+01   9.98144535e-01   2.62726379e-03   1.98738757e+00   1.07214334e-02   1.08889263e+00   4.05738080e-03   3.07978652e+00   5.75444230e-02
  2.00000000e+01   9.98019865e-01   2.87571096e-03   1.98621791e+00   1.19880977e-02   1.07773937e+00   4.32284874e-03   3.09475473e+00   6.95160181e-02
  2.10000000e+01   9.99491600e-01   3.08718793e-03   1.98802403e+00   1.32922271e-02   1.06924608e+00   4.49276913e-03   3.05170260e+00   8.04176181e-02
  2.20000000e+01   9.98983123e-01   3.32658006e-03   1.98248086e+00   1.52499411e-02   1.06164649e+00   4.88881076e-03   3.09097232e+00   1.00307949e-01
  2.30000000e+01   9.97860762e-01   3.61577192e-03   1.97812786e+00   1.72482693e-02   1.05138789e+00   5.19848556e-03   3.08389998e+00   1.23657210e-01
  2.40000000e+01   9.97734759e-01   3.89164075e-03   1.95842925e+00   2.00109362e-02   1.04466173e+00   5.46361805e-03   3.05149519e+00   1.43500107e-01
  2.50000000e+01   9.99112222e-01   4.17100542e-03   1.95830365e+00   2.28230685e-02   1.03635440e+00   5.83664332e-03   3.00346382e+00   1.70056906e-01
  2.60000000e+01   9.98076589e-01   4.49978164e-03   1.96765121e+00   2.57470240e-02   1.03149910e+00   6.12663076e-03   2.93831432e+00   2.00334720e-01
  2.70000000e+01   9.96849178e-01   4.82370149e-03   1.96131250e+00   2.88949098e-02   1.02398763e+00   6.60104203e-03   2.89387932e+00   2.41836055e-01
  2.80000000e+01   9.96373712e-01   5.22857081e-03   1.94197046e+00   3.20054319e-02   1.01927140e+00   7.05860334e-03   2.82816060e+00   2.83892391e-01
  2.90000000e+01   9.95054549e-01   5.58038840e-03   1.94905229e+00   3.62153807e-02   1.00837029e+00   7.68121561e-03   2.32048754e+00   3.05165316e-01
  3.00000000e+01   9.91576730e-01   5.92943867e-03   1.94452077e+00   4.06917384e-02   1.00387456e+00   8.01891736e-03   2.37191485e+00   3.48468382e-01
  3.10000000e+01   9.88617681e-01   6.30185055e-03   1.93507434e+00   4.49930670e-02   1.00373411e+00   8.72057175e-03   2.50331242e+00   4.07382252e-01
  3.20000000e+01   9.85082752e-01   6.61632389e-03   1.93536380e+00   5.04198984e-02   9.92885895e-01   9.09049096e-03   2.44061061e+00   4.74085604e-01
  3.30000000e+01   9.82583398e-01   7.02314923e-03   1.93132302e+00   5.62984013e-02   9.90332569e-01   9.68300709e-03   2.25356884e+00   5.33939756e-01
  3.40000000e+01   9.80856731e-01   7.47541868e-03   1.95493677e+00   6.59111182e-02   9.88927562e-01   1.02788163e-02   2.76333163e+00   6.70524409e-01
  3.50000000e+01   9.78751059e-01   8.01087379e-03   1.99644165e+00   7.61743616e-02   9.90026799e-01   1.09692795e-02   2.78986129e+00   8.02416468e-01
  3.60000000e+01   9.74387578e-01   8.33192384e-03   2.01743275e+00   8.69468609e-02   9.89381778e-01   1.13759381e-02   3.75870908e+00   1.18153628e+00
  3.70000000e+01   9.67489418e-01   8.80058337e-03   1.95120685e+00   9.63227547e-02   9.74903214e-01   1.21685599e-02   3.45201005e+00   1.45905336e+00
  3.80000000e+01   9.61750684e-01   9.17142822e-03   2.00387838e+00   1.10974504e-01   9.70042686e-01   1.22966553e-02   2.55338531e+00   1.53263698e+00
  3.90000000e+01   9.51312863e-01   9.68130772e-03   1.93773092e+00   1.27456312e-01   9.57489255e-01   1.33205911e-02   3.21205430e+00   2.02705047e+00
  4.00000000e+01   9.47173462e-01   1.02706264e-02   2.03132712e+00   1.51828375e-01   9.50376310e-01   1.45916741e-02   2.69707394e+00   2.17720846e+00
  4.10000000e+01   9.42397332e-01   1.09431270e-02   2.02816240e+00   1.74524056e-01   9.43591311e-01   1.52137552e-02   5.42543705e+00   4.48086154e+00
  4.20000000e+01   9.34286626e-01   1.16857545e-02   1.91401160e+00   1.92137877e-01   9.39778930e-01   1.62719958e-02   6.35150570e+00   7.50837614e+00
  4.30000000e+01   9.30618260e-01   1.24031693e-02   2.04625976e+00   2.19843598e-01   9.30147260e-01   1.70647972e-02   8.64551969e+00   1.62334975e+01
  4.40000000e+01   9.20074257e-01   1.30959621e-02   2.17433501e+00   2.65424724e-01   9.11971037e-01   1.78787343e-02   1.47251990e+01   6.20051466e+01
  4.50000000e+01   9.11864213e-01   1.39849798e-02   2.25734246e+00   3.19464646e-01   9.15057740e-01   1.91816423e-02              nan   0.00000000e+00
  4.60000000e+01   9.02689042e-01   1.47744993e-02   2.32550820e+00   3.78179098e-01   9.09877626e-01   2.07391061e-02  -1.08718398e+01   4.76666984e+01
  4.70000000e+01   8.93103026e-01   1.56918623e-02   2.35575436e+00   4.48217434e-01   8.83703866e-01   2.17184301e-02  -4.69581545e-01   8.51916488e+00
  4.80000000e+01   8.78246069e-01   1.67791960e-02   2.38550198e+00   5.27639708e-01   8.51142489e-01   2.23096138e-02   6.35426234e+00   2.38479328e+01
  4.90000000e+01   8.68276225e-01   1.81203659e-02   2.52646692e+00   6.37515117e-01   8.37794110e-01   2.35515510e-02   7.19390605e+00   4.42846188e+01
  5.00000000e+01   8.63584492e-01   1.94022809e-02   2.19018884e+00   6.90467187e-01   8.34721263e-01   2.51851026e-02   9.83116332e+00   1.37769812e+02
  5.10000000e+01   8.51223431e-01   2.06937901e-02   1.78756682e+00   7.03978778e-01   8.12749350e-01   2.65458051e-02  -5.20200415e+01   1.08725544e+01
  5.20000000e+01   8.44040459e-01   2.24079930e-02   1.99010215e+00   8.18891392e-01   7.82825071e-01   2.85395578e-02  -1.86673183e+01   7.29443677e+01
  5.30000000e+01   8.27448741e-01   2.39991564e-02   1.86771648e+00   8.91716309e-01   7.95827477e-01   3.05097391e-02   6.00415224e-01   5.78288809e+00
  5.40000000e+01   8.10529500e-01   2.57494837e-02   1.40375125e+00   8.91757377e-01   7.78739018e-01   3.20140227e-02   4.01490955e+00   1.09665114e+01
  5.50000000e+01   7.88925879e-01   2.75733077e-02   1.52110476e+00   1.00724951e+00   7.38742348e-01   3.33564539e-02  -6.84016120e+00   1.48434262e+01
  5.60000000e+01   7.72153087e-01   2.94051994e-02   1.42363277e+00   1.10034865e+00   7.48473617e-01   3.66125483e-02   4.16613090e-01   4.68838548e+00
  5.70000000e+01   7.59420839e-01   3.18601102e-02   1.64118325e+00   1.32254188e+00   7.37055500e-01   3.91354138e-02   2.09220566e+00   6.01340239e+00
  5.80000000e+01   7.33568848e-01   3.40185566e-02   1.31321205e+00   1.36752590e+00   7.33292349e-01   4.23934828e-02   4.42092518e+00   1.14684312e+01
  5.90000000e+01   7.09969195e-01   3.61906119e-02   8.03203220e-01   1.33741729e+00   7.04702201e-01   4.55779432e-02   6.71205782e+00   2.43614779e+01
  6.00000000e+01   6.82274486e-01   3.80052554e-02   1.32004615e+00   1.62663387e+00   6.58641756e-01   4.77920357e-02  -7.32567613e+00   2.52040097e+01
  6.10000000e+01   6.58578490e-01   3.98725319e-02   1.08229149e+00   1.69477768e+00   6.72087048e-01   5.12889379e-02   1.16559344e+01   5.12806245e+01
  6.20000000e+01   6.26298417e-01   4.09941056e-02   1.15884245e+00   1.87400502e+00   6.60169584e-01   5.41075060e-02   5.28368504e+01   2.52358993e+01
  6.30000000e+01   5.88631287e-01   4.20510634e-02   1.76321106e+00   2.50617403e+00   6.29446963e-01   5.56752091e-02  -2.06992034e+01   1.64557776e+02
  6.40000000e+01   5.40469694e-01   4.23449043e-02   1.98267550e+00   3.09678092e+00   5.61410495e-01   5.63853083e-02  -7.81928538e+00   1.98932531e+01
  6.50000000e+01   5.11064206e-01   4.29956423e-02   2.47514472e+00   4.20063319e+00   5.47256194e-01   5.69500015e-02  -5.77685949e+00   9.57131953e+00
  6.60000000e+01   4.69913540e-01   4.29709964e-02   3.29016688e+00   6.47886742e+00   5.41165424e-01   5.92732018e-02  -5.57270407e+00   6.55331240e+00
  6.70000000e+01   4.21398766e-01   4.19466673e-02   4.06884901e+00   1.00044463e+01   4.92774519e-01   5.93281204e-02  -4.61464027e+00   4.09757345e+00
  6.80000000e+01   3.60428773e-01   3.98128474e-02   9.85697849e+00   3.73274380e+01   4.09316458e-01   5.66796653e-02  -2.37396636e+00   2.19901445e+00
  6.90000000e+01   2.94098629e-01   3.60644952e-02   2.38697688e+01   2.79433945e+02   2.90703162e-01   5.34771492e-02  -1.14926142e+00   1.60038009e+00
  7.00000000e+01   2.21872267e-01   3.17490317e-02   1.21706359e+01   4.66666730e+02   2.53445803e-01   5.13771287e-02  -1.74330442e+00   1.53111065e+00
  7.10000000e+01   1.81620903e-01   2.74948033e-02  -2.96730168e+01   3.28796764e+02   2.52136547e-01   4.91368595e-02  -1.38546961e+00   1.29241879e+00
  7.20000000e+01   1.24696497e-01   2.20017928e-02  -7.77323378e+00   1.21362878e+02   1.77829346e-01   4.33287818e-02  -7.33433270e-01   1.05350320e+00
  7.30000000e+01   7.00971314e-02   1.56537319e-02  -2.67863988e+00   2.34786633e+01   1.39471105e-01   3.49995021e-02  -4.67665817e-01   9.05496129e-01
  7.40000000e+01   1.95657418e-02   8.29131378e-03  -3.43090618e+00   2.38024524e+01   3.07506918e-02   2.27357668e-02   1.41880431e-01   6.54762189e-01
