# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  5.50000000e+01   1.45356310e-02   2.51141053e-04   3.12675797e-04   1.27835425e-04   3.33388578e-02   6.43311728e-04   5.91022096e-05   1.43020079e-04
  5.60000000e+01   1.37908856e-02   2.53825407e-04   2.82528458e-04   1.27593570e-04   3.17367130e-02   6.46645153e-04   9.30726152e-05   1.43460975e-04
  5.70000000e+01   1.30989367e-02   2.57219700e-04   2.56952897e-04   1.27534816e-04   3.01919682e-02   6.53158240e-04   9.05281017e-05   1.42496823e-04
  5.80000000e+01   1.24522712e-02   2.61496140e-04   2.30329824e-04   1.27511174e-04   2.87442842e-02   6.62220171e-04   7.87732947e-05   1.41087357e-04
  5.90000000e+01   1.18579494e-02   2.66424347e-04   2.11029417e-04   1.28093552e-04   2.73728821e-02   6.73262251e-04   5.87458383e-05   1.40426915e-04
  6.00000000e+01   1.13097732e-02   2.72286299e-04   2.00031656e-04   1.28974794e-04   2.61166416e-02   6.87678743e-04   3.77302249e-05   1.40967798e-04
  6.10000000e+01   1.08068730e-02   2.78827990e-04   1.83189183e-04   1.30092215e-04   2.49946880e-02   7.04917601e-04   6.11888336e-05   1.42419957e-04
  6.20000000e+01   1.03426605e-02   2.86095232e-04   1.70445499e-04   1.31686080e-04   2.38995011e-02   7.23494344e-04   2.84792808e-05   1.43982632e-04
  6.30000000e+01   9.91971278e-03   2.93375012e-04   1.57783728e-04   1.34023895e-04   2.28704652e-02   7.43196356e-04  -1.29086934e-05   1.45521511e-04
  6.40000000e+01   9.53798212e-03   3.00879498e-04   1.40301934e-04   1.36455899e-04   2.19306083e-02   7.63725568e-04  -4.77687442e-05   1.47798346e-04
  6.50000000e+01   9.20043441e-03   3.08757003e-04   1.22952523e-04   1.39366411e-04   2.11249758e-02   7.85717078e-04  -8.01918711e-05   1.50168237e-04
  6.60000000e+01   8.89224750e-03   3.16749106e-04   1.04282535e-04   1.42885323e-04   2.03681494e-02   8.07568262e-04  -1.17753651e-04   1.53992211e-04
  6.70000000e+01   8.61799398e-03   3.25023590e-04   8.37974110e-05   1.47041411e-04   1.96464134e-02   8.31085093e-04  -1.70656384e-04   1.57267466e-04
  6.80000000e+01   8.37925639e-03   3.33323793e-04   6.39752003e-05   1.51182938e-04   1.90114852e-02   8.52785651e-04  -2.32083879e-04   1.60611630e-04
  6.90000000e+01   8.18031513e-03   3.41576795e-04   3.34598564e-05   1.55521601e-04   1.84997207e-02   8.73473831e-04  -2.71865567e-04   1.66176010e-04
  7.00000000e+01   8.02148990e-03   3.48899629e-04   7.61253142e-06   1.59803273e-04   1.81446458e-02   8.92426227e-04  -2.93508894e-04   1.71416997e-04
  7.10000000e+01   7.90371389e-03   3.55377881e-04   1.41718710e-06   1.64449874e-04   1.78406441e-02   9.09984620e-04  -3.29672976e-04   1.77493459e-04
  7.20000000e+01   7.80859274e-03   3.60862216e-04  -1.34987509e-05   1.68742004e-04   1.75432669e-02   9.24953867e-04  -3.61567600e-04   1.83632536e-04
  7.30000000e+01   7.74394856e-03   3.65092200e-04  -2.11487137e-05   1.72379337e-04   1.73365156e-02   9.37420037e-04  -3.79684529e-04   1.90087323e-04
  7.40000000e+01   7.70784463e-03   3.67763192e-04  -2.50112178e-05   1.75370464e-04   1.71760675e-02   9.44980468e-04  -3.91707868e-04   1.94541987e-04
  7.50000000e+01   7.69779728e-03   3.68735558e-04  -3.11270122e-05   1.76460254e-04   1.71408920e-02   9.46793071e-04  -3.88022353e-04   1.96615824e-04
