# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   4.67305851e-01   3.96455152e-04   4.35990454e-01   7.74546989e-04   1.65617221e+00   4.49420870e-03   6.09024361e-01   1.97568408e-03
  2.00000000e+00   4.37165090e-01   3.93256813e-04   3.81475348e-01   7.22932687e-04   1.47776093e+00   4.16275088e-03   4.98285823e-01   1.76289602e-03
  3.00000000e+00   4.08963856e-01   3.88602330e-04   3.33769610e-01   6.72909362e-04   1.32380654e+00   3.85553699e-03   4.07617926e-01   1.56975016e-03
  4.00000000e+00   3.82581168e-01   3.82489874e-04   2.92013149e-01   6.23514522e-04   1.19038979e+00   3.56762506e-03   3.33421449e-01   1.39476415e-03
  5.00000000e+00   3.57903382e-01   3.74793502e-04   2.55470756e-01   5.76482928e-04   1.07429689e+00   3.30413101e-03   2.72722305e-01   1.23974767e-03
  6.00000000e+00   3.34821157e-01   3.65930293e-04   2.23510094e-01   5.31235042e-04   9.72834440e-01   3.05796014e-03   2.23035013e-01   1.10085864e-03
  7.00000000e+00   3.13234880e-01   3.56105523e-04   1.95548671e-01   4.88372102e-04   8.83727874e-01   2.82797457e-03   1.82354225e-01   9.73811004e-04
  8.00000000e+00   2.93041125e-01   3.45726674e-04   1.71079357e-01   4.48643129e-04   8.05209907e-01   2.61714301e-03   1.49130021e-01   8.61890156e-04
  9.00000000e+00   2.74160526e-01   3.34514680e-04   1.49671313e-01   4.11586869e-04   7.35662793e-01   2.42345191e-03   1.21932444e-01   7.64585262e-04
  1.00000000e+01   2.56483876e-01   3.23132560e-04   1.30934813e-01   3.77655709e-04   6.73790541e-01   2.24700943e-03   9.96768939e-02   6.82551038e-04
  1.10000000e+01   2.39945226e-01   3.11363972e-04   1.14547446e-01   3.46278598e-04   6.18508886e-01   2.08207028e-03   8.14573681e-02   6.09087173e-04
  1.20000000e+01   2.24463465e-01   2.99729643e-04   1.00203314e-01   3.17465006e-04   5.68939514e-01   1.93097620e-03   6.65558728e-02   5.46462541e-04
  1.30000000e+01   2.09979470e-01   2.88370983e-04   8.76483642e-02   2.90727913e-04   5.24285193e-01   1.78915519e-03   5.43806981e-02   4.92115184e-04
  1.40000000e+01   1.96439047e-01   2.77650356e-04   7.66944792e-02   2.67613821e-04   4.84133258e-01   1.66231776e-03   4.45134043e-02   4.45588414e-04
  1.50000000e+01   1.83777077e-01   2.67733426e-04   6.71124654e-02   2.47021259e-04   4.47707823e-01   1.54391529e-03   3.63985415e-02   4.02937727e-04
  1.60000000e+01   1.71944183e-01   2.58709119e-04   5.87562708e-02   2.29094925e-04   4.14687371e-01   1.43830775e-03   2.98038213e-02   3.67845389e-04
  1.70000000e+01   1.60867675e-01   2.50388059e-04   5.14362193e-02   2.13660905e-04   3.84482611e-01   1.34055940e-03   2.43346796e-02   3.36158843e-04
  1.80000000e+01   1.50512542e-01   2.43264673e-04   4.50206986e-02   2.00537043e-04   3.56855947e-01   1.25199184e-03   1.98417074e-02   3.08291560e-04
  1.90000000e+01   1.40824409e-01   2.37377398e-04   3.94110991e-02   1.89574972e-04   3.31486576e-01   1.17102922e-03   1.61388002e-02   2.84880960e-04
  2.00000000e+01   1.31758515e-01   2.32319394e-04   3.45205562e-02   1.80001029e-04   3.08275688e-01   1.09690394e-03   1.31432362e-02   2.64428493e-04
  2.10000000e+01   1.23277284e-01   2.28553977e-04   3.02392410e-02   1.72207200e-04   2.86903287e-01   1.03232696e-03   1.06930111e-02   2.48236078e-04
  2.20000000e+01   1.15330669e-01   2.25711347e-04   2.64857147e-02   1.65418323e-04   2.67163842e-01   9.75142386e-04   8.72457372e-03   2.33123970e-04
  2.30000000e+01   1.07899961e-01   2.23746026e-04   2.32066792e-02   1.59551225e-04   2.48908579e-01   9.22292040e-04   7.09988739e-03   2.21205775e-04
  2.40000000e+01   1.00955564e-01   2.22859627e-04   2.03395029e-02   1.54756730e-04   2.32059348e-01   8.77492792e-04   5.78047465e-03   2.13403172e-04
  2.50000000e+01   9.44588992e-02   2.22795880e-04   1.78499911e-02   1.51597032e-04   2.16447719e-01   8.38967992e-04   4.71643430e-03   2.05462928e-04
  2.60000000e+01   8.83721903e-02   2.23323272e-04   1.56653214e-02   1.49421388e-04   2.01998191e-01   8.08816469e-04   3.86059980e-03   1.99797088e-04
  2.70000000e+01   8.26834029e-02   2.24644596e-04   1.37394699e-02   1.47892432e-04   1.88574308e-01   7.81883968e-04   3.17381867e-03   1.93753393e-04
  2.80000000e+01   7.73671506e-02   2.26474929e-04   1.20554707e-02   1.46062086e-04   1.76130693e-01   7.58288185e-04   2.61695383e-03   1.88704147e-04
  2.90000000e+01   7.23950095e-02   2.29015519e-04   1.05915221e-02   1.44869127e-04   1.64559938e-01   7.41263033e-04   2.16726939e-03   1.84754601e-04
  3.00000000e+01   6.77483698e-02   2.31699036e-04   9.30095504e-03   1.43670776e-04   1.53861090e-01   7.27596610e-04   1.85664304e-03   1.80993686e-04
  3.10000000e+01   6.34146739e-02   2.34411904e-04   8.17011024e-03   1.42061352e-04   1.43900950e-01   7.16468824e-04   1.58509437e-03   1.76898658e-04
  3.20000000e+01   5.93699045e-02   2.37126307e-04   7.18127891e-03   1.40200561e-04   1.34586836e-01   7.06759712e-04   1.34145996e-03   1.71944411e-04
  3.30000000e+01   5.55962224e-02   2.39640534e-04   6.31200444e-03   1.38174550e-04   1.25966654e-01   6.97870984e-04   1.14002921e-03   1.67407072e-04
  3.40000000e+01   5.20710795e-02   2.41989420e-04   5.54944811e-03   1.36041466e-04   1.17918658e-01   6.91347062e-04   9.81002255e-04   1.64830504e-04
  3.50000000e+01   4.87750666e-02   2.44259950e-04   4.87134193e-03   1.34358966e-04   1.10395188e-01   6.87081090e-04   8.15954359e-04   1.61468362e-04
  3.60000000e+01   4.56940999e-02   2.46243481e-04   4.26428043e-03   1.33205788e-04   1.03344159e-01   6.84789085e-04   6.77477173e-04   1.58392379e-04
  3.70000000e+01   4.28202026e-02   2.47730123e-04   3.72765028e-03   1.32109568e-04   9.67476441e-02   6.81449526e-04   5.27322321e-04   1.54906278e-04
  3.80000000e+01   4.01455148e-02   2.49144492e-04   3.27296991e-03   1.30511255e-04   9.06596548e-02   6.80137685e-04   4.18929597e-04   1.52995809e-04
  3.90000000e+01   3.76522989e-02   2.49956312e-04   2.86367609e-03   1.29197018e-04   8.49822940e-02   6.75245010e-04   3.53366042e-04   1.51962967e-04
  4.00000000e+01   3.53385049e-02   2.50566710e-04   2.51663926e-03   1.28452845e-04   7.97271608e-02   6.71172510e-04   2.85264543e-04   1.50510681e-04
  4.10000000e+01   3.31760511e-02   2.50820701e-04   2.19790140e-03   1.28111960e-04   7.48324714e-02   6.69088998e-04   2.38332709e-04   1.47569257e-04
  4.20000000e+01   3.11558423e-02   2.50813519e-04   1.91993767e-03   1.28056730e-04   7.02700599e-02   6.66048994e-04   1.66031473e-04   1.45768516e-04
  4.30000000e+01   2.92744760e-02   2.50833352e-04   1.68993933e-03   1.28023305e-04   6.60025842e-02   6.63578097e-04   1.08772678e-04   1.43463208e-04
  4.40000000e+01   2.75134451e-02   2.50417293e-04   1.47443700e-03   1.27412723e-04   6.20340907e-02   6.60231487e-04   6.12422594e-05   1.41734788e-04
  4.50000000e+01   2.58765336e-02   2.49782408e-04   1.27547912e-03   1.27544250e-04   5.83749011e-02   6.55502549e-04   2.33517719e-05   1.39642402e-04
  4.60000000e+01   2.43503343e-02   2.49135875e-04   1.09727993e-03   1.28241954e-04   5.49202526e-02   6.50954073e-04  -2.49957972e-05   1.39447703e-04
  4.70000000e+01   2.29281707e-02   2.48379429e-04   9.39697876e-04   1.28717525e-04   5.16878984e-02   6.46978972e-04  -5.09200527e-05   1.39780197e-04
  4.80000000e+01   2.16028688e-02   2.47744266e-04   8.03126231e-04   1.29299557e-04   4.87307427e-02   6.43792307e-04  -5.25279873e-05   1.40399899e-04
  4.90000000e+01   2.03743425e-02   2.47335474e-04   6.85044434e-04   1.29790855e-04   4.60426102e-02   6.40846463e-04  -3.45620592e-05   1.39749366e-04
  5.00000000e+01   1.92284570e-02   2.47008369e-04   5.78859723e-04   1.29802064e-04   4.35414931e-02   6.39468798e-04  -2.17105589e-05   1.39937134e-04
  5.10000000e+01   1.81526949e-02   2.46879504e-04   5.00224347e-04   1.29988695e-04   4.11846772e-02   6.38329468e-04  -1.20429698e-05   1.40029576e-04
  5.20000000e+01   1.71512458e-02   2.47109853e-04   4.44031331e-04   1.29930229e-04   3.90125348e-02   6.38218060e-04   2.35807810e-05   1.41575241e-04
  5.30000000e+01   1.62128066e-02   2.47878177e-04   3.88865957e-04   1.29164269e-04   3.70287515e-02   6.37925990e-04   8.02760711e-05   1.42577709e-04
  5.40000000e+01   1.53426760e-02   2.49213104e-04   3.43344936e-04   1.28160069e-04   3.51153912e-02   6.40129212e-04   7.71391346e-05   1.43414860e-04
