# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  2.40000000e+01   1.50487834e-01   2.93932863e-04   4.53062343e-02   2.50077392e-04   3.58294540e-01   1.53472318e-03   2.06353444e-02   3.33494094e-04
  2.50000000e+01   1.43169028e-01   2.87477985e-04   4.09951485e-02   2.38523440e-04   3.38949533e-01   1.45983480e-03   1.77619968e-02   3.13981954e-04
  2.60000000e+01   1.36204040e-01   2.81627398e-04   3.70838723e-02   2.27987212e-04   3.20815064e-01   1.39037736e-03   1.52932728e-02   2.96498555e-04
  2.70000000e+01   1.29580134e-01   2.76396192e-04   3.35618918e-02   2.17881349e-04   3.03827021e-01   1.32417581e-03   1.31785938e-02   2.80187903e-04
  2.80000000e+01   1.23283688e-01   2.71963481e-04   3.03710969e-02   2.08188759e-04   2.87877456e-01   1.26098895e-03   1.13632697e-02   2.65612311e-04
  2.90000000e+01   1.17295652e-01   2.68463097e-04   2.74901860e-02   1.99507560e-04   2.72898860e-01   1.20321330e-03   9.79940534e-03   2.53286292e-04
  3.00000000e+01   1.11605048e-01   2.65872906e-04   2.48791808e-02   1.92017299e-04   2.58756280e-01   1.14940021e-03   8.42849085e-03   2.41240921e-04
  3.10000000e+01   1.06195842e-01   2.64143017e-04   2.25158106e-02   1.85284587e-04   2.45396791e-01   1.10099026e-03   7.22477972e-03   2.30323246e-04
  3.20000000e+01   1.01048349e-01   2.63072175e-04   2.03864508e-02   1.79324019e-04   2.32814788e-01   1.05602748e-03   6.19043551e-03   2.20888529e-04
  3.30000000e+01   9.61508139e-02   2.62737581e-04   1.84555836e-02   1.74193061e-04   2.20943967e-01   1.01623482e-03   5.29539188e-03   2.11727342e-04
  3.40000000e+01   9.14908310e-02   2.62800366e-04   1.67084639e-02   1.69813054e-04   2.09735417e-01   9.79498486e-04   4.51578244e-03   2.03237876e-04
  3.50000000e+01   8.70595196e-02   2.63321628e-04   1.51469085e-02   1.65882322e-04   1.99207659e-01   9.47972350e-04   3.85131027e-03   1.95491778e-04
  3.60000000e+01   8.28430325e-02   2.64012223e-04   1.37349064e-02   1.62579572e-04   1.89254442e-01   9.19248376e-04   3.29224877e-03   1.88510620e-04
  3.70000000e+01   7.88335523e-02   2.65096103e-04   1.24521224e-02   1.59944682e-04   1.79837218e-01   8.94968743e-04   2.81048768e-03   1.82828492e-04
  3.80000000e+01   7.50235032e-02   2.66706938e-04   1.12882723e-02   1.58052157e-04   1.70956546e-01   8.73699837e-04   2.41573905e-03   1.78162319e-04
  3.90000000e+01   7.13972299e-02   2.68777030e-04   1.02286356e-02   1.56513930e-04   1.62473786e-01   8.55844472e-04   2.04993412e-03   1.74503172e-04
  4.00000000e+01   6.79480344e-02   2.71049523e-04   9.27553550e-03   1.55078131e-04   1.54492778e-01   8.41607902e-04   1.76128034e-03   1.70794828e-04
  4.10000000e+01   6.46615893e-02   2.73454706e-04   8.41051489e-03   1.53960113e-04   1.46905184e-01   8.29592454e-04   1.51601730e-03   1.67255157e-04
  4.20000000e+01   6.15357771e-02   2.75700439e-04   7.62197995e-03   1.52766059e-04   1.39700257e-01   8.16980961e-04   1.31798835e-03   1.63644403e-04
  4.30000000e+01   5.85613514e-02   2.77785846e-04   6.90399892e-03   1.52026816e-04   1.32835646e-01   8.06835917e-04   1.13339218e-03   1.60334375e-04
  4.40000000e+01   5.57306239e-02   2.79953216e-04   6.25391567e-03   1.51326580e-04   1.26342093e-01   7.99287807e-04   9.92325736e-04   1.57789599e-04
  4.50000000e+01   5.30323084e-02   2.82050739e-04   5.66648626e-03   1.50671787e-04   1.20159438e-01   7.93603690e-04   8.67078012e-04   1.55639968e-04
  4.60000000e+01   5.04637900e-02   2.84308477e-04   5.13696205e-03   1.49911229e-04   1.14254615e-01   7.89726497e-04   7.48597367e-04   1.53659250e-04
  4.70000000e+01   4.80206104e-02   2.86497665e-04   4.66070224e-03   1.49261263e-04   1.08671566e-01   7.86245315e-04   6.54303496e-04   1.52300584e-04
  4.80000000e+01   4.56990471e-02   2.88669651e-04   4.22240183e-03   1.48863400e-04   1.03366266e-01   7.82579366e-04   5.73098662e-04   1.51610592e-04
  4.90000000e+01   4.34937074e-02   2.90723142e-04   3.83221277e-03   1.48527602e-04   9.83499135e-02   7.79918903e-04   5.23183042e-04   1.51523347e-04
  5.00000000e+01   4.13948197e-02   2.92685242e-04   3.48106529e-03   1.48238013e-04   9.35704714e-02   7.77469817e-04   4.85060007e-04   1.51544987e-04
  5.10000000e+01   3.93990144e-02   2.94172157e-04   3.16717493e-03   1.48334594e-04   8.90520641e-02   7.73932723e-04   4.48422628e-04   1.50328595e-04
  5.20000000e+01   3.74985500e-02   2.95452965e-04   2.87608772e-03   1.48265683e-04   8.47354987e-02   7.71247284e-04   4.10518060e-04   1.49638623e-04
  5.30000000e+01   3.56803222e-02   2.96409741e-04   2.60590371e-03   1.48132473e-04   8.05996691e-02   7.69317494e-04   3.84072753e-04   1.49714569e-04
  5.40000000e+01   3.39546621e-02   2.97161186e-04   2.36128190e-03   1.48310011e-04   7.66780399e-02   7.67482701e-04   3.45626847e-04   1.49911150e-04
  5.50000000e+01   3.23038550e-02   2.97686097e-04   2.14606898e-03   1.48367183e-04   7.29203994e-02   7.65085158e-04   2.92414381e-04   1.50370280e-04
  5.60000000e+01   3.07366362e-02   2.98093943e-04   1.95205014e-03   1.48400311e-04   6.93976960e-02   7.63416474e-04   2.64254970e-04   1.51091187e-04
  5.70000000e+01   2.92471878e-02   2.98580158e-04   1.77179857e-03   1.48091733e-04   6.60835141e-02   7.62773326e-04   2.53492768e-04   1.51156732e-04
  5.80000000e+01   2.78368684e-02   2.98787536e-04   1.61006273e-03   1.47717091e-04   6.29303379e-02   7.61364128e-04   2.21230110e-04   1.50738925e-04
  5.90000000e+01   2.65004071e-02   2.98505064e-04   1.47287973e-03   1.47441342e-04   5.99350554e-02   7.59054811e-04   2.05352620e-04   1.50051573e-04
  6.00000000e+01   2.52329108e-02   2.98066605e-04   1.36087813e-03   1.47191335e-04   5.70683622e-02   7.56290251e-04   1.62982744e-04   1.50405850e-04
  6.10000000e+01   2.40308200e-02   2.97553497e-04   1.26386488e-03   1.47171374e-04   5.43574580e-02   7.53264486e-04   1.39845582e-04   1.50456198e-04
  6.20000000e+01   2.28935472e-02   2.96893670e-04   1.16989152e-03   1.46933166e-04   5.17611539e-02   7.50073865e-04   1.04708440e-04   1.50628929e-04
  6.30000000e+01   2.18138529e-02   2.96004227e-04   1.09347302e-03   1.46733673e-04   4.93037070e-02   7.47215257e-04   5.32634725e-05   1.49540201e-04
  6.40000000e+01   2.07888838e-02   2.95222658e-04   1.01546800e-03   1.46234915e-04   4.69772082e-02   7.44573155e-04   5.10727547e-06   1.48925451e-04
  6.50000000e+01   1.98182163e-02   2.94324355e-04   9.42311622e-04   1.45775386e-04   4.47432925e-02   7.41463036e-04  -3.10412621e-05   1.47749062e-04
  6.60000000e+01   1.89065721e-02   2.93470844e-04   8.68075024e-04   1.45463345e-04   4.26395459e-02   7.38863210e-04  -6.54434181e-05   1.45764107e-04
  6.70000000e+01   1.80470904e-02   2.92903992e-04   8.04257742e-04   1.44871885e-04   4.06717123e-02   7.36694641e-04  -7.82973150e-05   1.44221175e-04
  6.80000000e+01   1.72306852e-02   2.92496499e-04   7.51513650e-04   1.44562476e-04   3.87797060e-02   7.36803183e-04  -1.09723921e-04   1.42688196e-04
  6.90000000e+01   1.64519452e-02   2.92230942e-04   6.99362219e-04   1.44138919e-04   3.70100172e-02   7.38802793e-04  -1.26754447e-04   1.41125620e-04
  7.00000000e+01   1.57110299e-02   2.92220887e-04   6.51113419e-04   1.43730042e-04   3.52861698e-02   7.41336576e-04  -1.59826423e-04   1.40214815e-04
  7.10000000e+01   1.50121149e-02   2.92623382e-04   6.00917846e-04   1.43063608e-04   3.36787387e-02   7.43665669e-04  -1.82128707e-04   1.39947239e-04
  7.20000000e+01   1.43526048e-02   2.93667648e-04   5.50229722e-04   1.42872342e-04   3.22224569e-02   7.46987892e-04  -1.64163415e-04   1.39777394e-04
  7.30000000e+01   1.37298841e-02   2.95069590e-04   4.96619854e-04   1.42522449e-04   3.08065521e-02   7.51532943e-04  -1.71289831e-04   1.39677200e-04
  7.40000000e+01   1.31408469e-02   2.97031437e-04   4.41861470e-04   1.42067322e-04   2.94694680e-02   7.56862214e-04  -1.82526292e-04   1.39941344e-04
  7.50000000e+01   1.25801061e-02   2.99573279e-04   3.86536588e-04   1.42281346e-04   2.82182850e-02   7.63354353e-04  -1.88636586e-04   1.40508416e-04
  7.60000000e+01   1.20513905e-02   3.02514594e-04   3.27107352e-04   1.42825202e-04   2.70553532e-02   7.70191706e-04  -1.77987641e-04   1.41101057e-04
  7.70000000e+01   1.15543061e-02   3.05939016e-04   2.80650764e-04   1.43362214e-04   2.59366844e-02   7.79246835e-04  -1.80034790e-04   1.41898312e-04
  7.80000000e+01   1.10853897e-02   3.09680745e-04   2.34047404e-04   1.43847338e-04   2.48672986e-02   7.88475433e-04  -1.62860232e-04   1.42648819e-04
  7.90000000e+01   1.06410086e-02   3.14062380e-04   1.83412850e-04   1.44334970e-04   2.38658560e-02   7.99062330e-04  -1.46175473e-04   1.42419178e-04
  8.00000000e+01   1.02192464e-02   3.19029931e-04   1.35819148e-04   1.45133715e-04   2.29117425e-02   8.11679214e-04  -1.30232006e-04   1.42728854e-04
  8.10000000e+01   9.82638709e-03   3.24528477e-04   9.49710952e-05   1.46379672e-04   2.20681805e-02   8.26044318e-04  -8.93552028e-05   1.43515419e-04
  8.20000000e+01   9.45531642e-03   3.30707025e-04   5.49674777e-05   1.47497937e-04   2.12385501e-02   8.41713462e-04  -8.45613441e-05   1.44288860e-04
  8.30000000e+01   9.11208341e-03   3.37288686e-04   2.38865032e-05   1.48600499e-04   2.04471434e-02   8.59142823e-04  -1.12678563e-04   1.45808009e-04
  8.40000000e+01   8.79097632e-03   3.44439321e-04  -4.48816816e-06   1.49742906e-04   1.97105242e-02   8.77832174e-04  -1.36118007e-04   1.48344279e-04
  8.50000000e+01   8.48364837e-03   3.52078163e-04  -1.88874478e-05   1.51300400e-04   1.89794008e-02   8.98010705e-04  -1.58815674e-04   1.49895093e-04
  8.60000000e+01   8.19330452e-03   3.59785750e-04  -2.89466708e-05   1.53158324e-04   1.82969863e-02   9.17653328e-04  -1.60951949e-04   1.51763787e-04
  8.70000000e+01   7.91754554e-03   3.67701591e-04  -3.55780087e-05   1.55196365e-04   1.76505559e-02   9.36785344e-04  -1.60231489e-04   1.54349985e-04
  8.80000000e+01   7.66425688e-03   3.75785648e-04  -4.27987631e-05   1.57752228e-04   1.70651878e-02   9.56857674e-04  -1.53860220e-04   1.57065967e-04
  8.90000000e+01   7.43514836e-03   3.83945918e-04  -3.86140183e-05   1.60681615e-04   1.65562849e-02   9.76508275e-04  -1.37507852e-04   1.59733570e-04
  9.00000000e+01   7.22614854e-03   3.91926384e-04  -3.33961350e-05   1.64135829e-04   1.60639094e-02   9.96132938e-04  -1.56618292e-04   1.62750237e-04
  9.10000000e+01   7.03783470e-03   3.99588381e-04  -3.36695059e-05   1.67746502e-04   1.56067492e-02   1.01567961e-03  -1.96197146e-04   1.66464825e-04
  9.20000000e+01   6.87002557e-03   4.06529784e-04  -3.51780321e-05   1.71280272e-04   1.51997616e-02   1.03290726e-03  -2.30147267e-04   1.70669680e-04
  9.30000000e+01   6.72624243e-03   4.13048631e-04  -3.56280634e-05   1.75289263e-04   1.48269870e-02   1.04918169e-03  -2.89249734e-04   1.75111811e-04
  9.40000000e+01   6.60200632e-03   4.19022894e-04  -3.63246100e-05   1.79313949e-04   1.45084613e-02   1.06578326e-03  -3.34692643e-04   1.80218406e-04
  9.50000000e+01   6.49509088e-03   4.24401064e-04  -2.81822510e-05   1.82986259e-04   1.42210985e-02   1.08169941e-03  -3.53816615e-04   1.85771843e-04
  9.60000000e+01   6.40452269e-03   4.28978759e-04  -1.99243127e-05   1.86642358e-04   1.39774717e-02   1.09620164e-03  -3.84452719e-04   1.91873193e-04
  9.70000000e+01   6.33374739e-03   4.32693738e-04  -9.94492278e-06   1.89894718e-04   1.37763635e-02   1.10860512e-03  -3.98407003e-04   1.98334537e-04
  9.80000000e+01   6.28688601e-03   4.35302929e-04   1.96491557e-06   1.92898894e-04   1.36346621e-02   1.11832100e-03  -3.93959038e-04   2.03856741e-04
  9.90000000e+01   6.25960984e-03   4.37023113e-04   6.21077696e-06   1.95028373e-04   1.35671180e-02   1.12468566e-03  -3.81336620e-04   2.07544855e-04
  1.00000000e+02   6.25067351e-03   4.37668797e-04   9.55132334e-06   1.95759540e-04   1.35256775e-02   1.12750735e-03  -3.96542283e-04   2.09371938e-04
