# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   4.75190962e-01   4.83808727e-04   4.51490080e-01   9.66863153e-04   1.71042658e+00   5.56341247e-03   6.43463335e-01   2.39719972e-03
  2.00000000e+00   4.51997474e-01   4.81623766e-04   4.08474076e-01   9.19962418e-04   1.56852951e+00   5.25651030e-03   5.53673660e-01   2.19789656e-03
  3.00000000e+00   4.29938892e-01   4.78176149e-04   3.69559657e-01   8.73135630e-04   1.44171292e+00   4.96173703e-03   4.76421190e-01   2.00935098e-03
  4.00000000e+00   4.08955264e-01   4.73355010e-04   3.34359410e-01   8.26316821e-04   1.32816138e+00   4.68005447e-03   4.09990756e-01   1.83247793e-03
  5.00000000e+00   3.88996786e-01   4.67211611e-04   3.02506696e-01   7.80304898e-04   1.22615240e+00   4.41327556e-03   3.52819247e-01   1.66854601e-03
  6.00000000e+00   3.70008940e-01   4.60136035e-04   2.73687028e-01   7.35566682e-04   1.13433360e+00   4.16054199e-03   3.03646192e-01   1.51792499e-03
  7.00000000e+00   3.51944570e-01   4.52213280e-04   2.47608064e-01   6.92525190e-04   1.05147306e+00   3.92372247e-03   2.61356338e-01   1.38007956e-03
  8.00000000e+00   3.34762144e-01   4.43614004e-04   2.24024446e-01   6.51688276e-04   9.76571466e-01   3.70396074e-03   2.25015649e-01   1.25583335e-03
  9.00000000e+00   3.18416310e-01   4.34582878e-04   2.02685570e-01   6.13065722e-04   9.08584328e-01   3.49971829e-03   1.93721466e-01   1.14372961e-03
  1.00000000e+01   3.02877169e-01   4.25011428e-04   1.83384665e-01   5.75826333e-04   8.46742083e-01   3.30560797e-03   1.66759820e-01   1.04019075e-03
  1.10000000e+01   2.88099806e-01   4.15054625e-04   1.65935733e-01   5.40598499e-04   7.90434971e-01   3.12382569e-03   1.43578048e-01   9.47916762e-04
  1.20000000e+01   2.74038210e-01   4.04877985e-04   1.50143557e-01   5.07248504e-04   7.38991035e-01   2.95263327e-03   1.23655173e-01   8.64743251e-04
  1.30000000e+01   2.60665504e-01   3.94325782e-04   1.35870456e-01   4.75530387e-04   6.91909565e-01   2.78930104e-03   1.06531875e-01   7.89252766e-04
  1.40000000e+01   2.47955207e-01   3.83746839e-04   1.22960803e-01   4.45986231e-04   6.48636134e-01   2.63531241e-03   9.17779461e-02   7.21163299e-04
  1.50000000e+01   2.35867810e-01   3.73278818e-04   1.11282779e-01   4.18310594e-04   6.08811250e-01   2.49038779e-03   7.90693818e-02   6.60970837e-04
  1.60000000e+01   2.24371860e-01   3.63033726e-04   1.00711715e-01   3.92999727e-04   5.72006436e-01   2.35615387e-03   6.80899184e-02   6.07587523e-04
  1.70000000e+01   2.13441754e-01   3.53075302e-04   9.11413389e-02   3.69394905e-04   5.37959838e-01   2.23029160e-03   5.86144886e-02   5.59119246e-04
  1.80000000e+01   2.03048481e-01   3.43507642e-04   8.24830766e-02   3.47855608e-04   5.06470530e-01   2.11154674e-03   5.04938773e-02   5.15656905e-04
  1.90000000e+01   1.93159215e-01   3.34109878e-04   7.46465439e-02   3.27951707e-04   4.77231166e-01   2.00034314e-03   4.35085766e-02   4.77316506e-04
  2.00000000e+01   1.83751266e-01   3.25123901e-04   6.75578633e-02   3.09340883e-04   4.50068246e-01   1.89475943e-03   3.75155309e-02   4.42249375e-04
  2.10000000e+01   1.74800676e-01   3.16597629e-04   6.11439540e-02   2.92080706e-04   4.24756018e-01   1.79474720e-03   3.23408544e-02   4.10200303e-04
  2.20000000e+01   1.66285066e-01   3.08536863e-04   5.53297504e-02   2.76665462e-04   4.01088339e-01   1.70184891e-03   2.78461608e-02   3.81783581e-04
  2.30000000e+01   1.58185954e-01   3.00940462e-04   5.00684265e-02   2.63000592e-04   3.78967871e-01   1.61645886e-03   2.39696876e-02   3.56475240e-04
