# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   2.05312424e-01   4.62244769e-04   8.40167223e-02   6.10778247e-04   4.44594047e-01   3.20913036e-03   5.41754430e-02   1.23148430e-03
  2.00000000e+00   9.13157783e-02   3.91734263e-04   1.63060726e-02   3.71729826e-04   1.78287755e-01   1.57607505e-03   5.17103513e-03   4.21259198e-04
  3.00000000e+00   4.12803314e-02   3.74911485e-04   3.43948919e-03   2.93985134e-04   7.83203647e-02   1.11523103e-03  -2.59520430e-04   4.34492431e-04
  4.00000000e+00   1.87808453e-02   3.81317666e-04   3.10938701e-04   3.38147973e-04   3.55188993e-02   1.01946740e-03  -4.03737912e-04   4.05948594e-04
  5.00000000e+00   8.89208159e-03   3.87449504e-04  -2.18195104e-04   2.87876344e-04   1.60398935e-02   1.12516124e-03  -1.90686597e-04   4.22134992e-04
  6.00000000e+00   4.30582576e-03   4.40281379e-04  -6.17680912e-04   2.92035795e-04   6.69994090e-03   1.14284583e-03  -6.10784105e-04   3.90834790e-04
  7.00000000e+00   2.22713216e-03   4.40675911e-04  -1.20427030e-04   2.75579755e-04   3.17111376e-03   1.17873852e-03  -2.16267920e-04   3.92737721e-04
  8.00000000e+00   1.06520822e-03   4.07674068e-04   2.95450692e-05   2.89098983e-04   2.30247184e-03   1.09245037e-03  -1.71646605e-05   4.55763555e-04
  9.00000000e+00   7.36391171e-04   4.11618435e-04  -1.70382929e-04   2.48673686e-04   2.47899208e-03   1.16219875e-03   5.52384709e-04   3.06323892e-04
  1.00000000e+01   4.24253974e-04   3.97041931e-04  -1.24852027e-05   2.85060980e-04   1.97273943e-03   1.15044990e-03   2.92897099e-04   3.57296051e-04
  1.10000000e+01  -9.75732480e-05   4.24493441e-04   1.12528218e-04   3.33013963e-04   1.07580139e-05   1.24861381e-03   3.36666141e-04   3.49699608e-04
  1.20000000e+01  -2.59625784e-04   5.09383192e-04  -3.77442082e-05   3.89981031e-04  -6.11323012e-04   1.60404351e-03   6.65618881e-04   5.67002626e-04
