# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.72251186e-01   3.32871823e-03   1.96737690e+00   2.25831518e-02   1.09651549e+00   6.46370029e-03   2.81902480e+00   9.24065484e-02
  2.00000000e+00   9.52725337e-01   8.27807787e-03   1.86750080e+00   9.22906034e-02   9.87110223e-01   1.27697504e-02              nan   0.00000000e+00
  3.00000000e+00   9.45060504e-01   1.80141118e-02   2.89182567e+00   1.29859991e+00   9.48895237e-01   2.90573064e-02  -5.43038541e-01   2.26088001e+00
  4.00000000e+00   8.97221058e-01   3.87385231e-02              nan   0.00000000e+00   9.54009341e-01   7.28091919e-02   9.28609595e-01   2.96898751e+00
  5.00000000e+00   8.70285320e-01   8.74865002e-02  -1.25881759e+00   1.55170456e+00   1.04773079e+00   1.71928773e-01  -1.42912772e+00   2.89680218e+00
  6.00000000e+00   7.91288412e-01   1.52776804e-01   1.99648999e+00   2.69557553e+00   8.98318775e-01   3.70982835e-01   1.26507649e+00   2.23634691e+00
  7.00000000e+00   8.85732254e-01   2.98680429e-01   2.59072560e+00   3.28910666e+00   3.84672386e-01   4.85158855e-01   2.27080092e+00   8.59714608e+00
  8.00000000e+00   4.44046204e-01   4.30219709e-01  -2.95704407e+00   3.14213306e+00  -8.86854302e-02   4.92689175e-01  -4.17195594e+00   1.07908571e+01
  9.00000000e+00   6.65355610e-01   6.64698495e-01   2.48560946e+00   7.72986889e+00   2.74881474e-01   5.00410436e-01   7.69438994e-01   1.62459262e+00
  1.00000000e+01   4.03497977e+00   0.00000000e+00  -2.78175682e+00   7.59210053e+00   4.02205198e+00   8.69383983e+00  -1.70261702e-01   1.89305165e+00
  1.10000000e+01  -1.29526188e+00   4.82912690e+00   2.94444991e+00   5.98504973e+00  -3.12025370e+00   9.97725592e+00  -8.20186847e-01   1.42307822e+00
