# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.30000000e+01   3.68684554e-01   5.38240765e-04   2.72379013e-01   8.86450522e-04   1.15771064e+00   5.30075399e-03   3.02915114e-01   2.09239359e-03
  1.40000000e+01   3.59805900e-01   5.31287056e-04   2.59427239e-01   8.57795779e-04   1.11582440e+00   5.13725437e-03   2.81606442e-01   1.99694880e-03
  1.50000000e+01   3.51150253e-01   5.24093792e-04   2.47096933e-01   8.29629751e-04   1.07594750e+00   4.97589112e-03   2.61803321e-01   1.90346276e-03
  1.60000000e+01   3.42710554e-01   5.16679382e-04   2.35361645e-01   8.02189075e-04   1.03797863e+00   4.82050082e-03   2.43415664e-01   1.81585261e-03
  1.70000000e+01   3.34481397e-01   5.09057143e-04   2.24194997e-01   7.75520808e-04   1.00180487e+00   4.67125254e-03   2.26336153e-01   1.73359194e-03
  1.80000000e+01   3.26463753e-01   5.01368402e-04   2.13574959e-01   7.49418439e-04   9.67314801e-01   4.52520638e-03   2.10452402e-01   1.65411437e-03
  1.90000000e+01   3.18647261e-01   4.93579655e-04   2.03466366e-01   7.24079913e-04   9.34406626e-01   4.38312136e-03   1.95684071e-01   1.57796743e-03
  2.00000000e+01   3.11029384e-01   4.85788253e-04   1.93846746e-01   6.99498658e-04   9.02985179e-01   4.24546697e-03   1.81950973e-01   1.50563911e-03
  2.10000000e+01   3.03607341e-01   4.77980089e-04   1.84699222e-01   6.75651343e-04   8.73029470e-01   4.11256887e-03   1.69214879e-01   1.43724300e-03
  2.20000000e+01   2.96379344e-01   4.70206979e-04   1.76009287e-01   6.52471861e-04   8.44482606e-01   3.98406063e-03   1.57419456e-01   1.37284444e-03
  2.30000000e+01   2.89335911e-01   4.62618878e-04   1.67750291e-01   6.30244161e-04   8.17229467e-01   3.85963210e-03   1.46480412e-01   1.31181706e-03
  2.40000000e+01   2.82474222e-01   4.55056368e-04   1.59896725e-01   6.09033727e-04   7.91169250e-01   3.74041531e-03   1.36316392e-01   1.25463699e-03
  2.50000000e+01   2.75792292e-01   4.47578976e-04   1.52432192e-01   5.88681606e-04   7.66252502e-01   3.62592672e-03   1.26881154e-01   1.20121739e-03
  2.60000000e+01   2.69284234e-01   4.40236522e-04   1.45328990e-01   5.69206918e-04   7.42408133e-01   3.51513360e-03   1.18121015e-01   1.15090293e-03
  2.70000000e+01   2.62947268e-01   4.32918903e-04   1.38571946e-01   5.50613972e-04   7.19571943e-01   3.40836705e-03   1.09980949e-01   1.10364478e-03
  2.80000000e+01   2.56779561e-01   4.25752501e-04   1.32160042e-01   5.32607368e-04   6.97762644e-01   3.30435243e-03   1.02456706e-01   1.05923680e-03
  2.90000000e+01   2.50771089e-01   4.18726854e-04   1.26057008e-01   5.15578112e-04   6.76851082e-01   3.20402187e-03   9.54589857e-02   1.01710513e-03
  3.00000000e+01   2.44921855e-01   4.11963414e-04   1.20255499e-01   4.99453122e-04   6.56829584e-01   3.10804134e-03   8.89823101e-02   9.77589867e-04
  3.10000000e+01   2.39228825e-01   4.05247226e-04   1.14741402e-01   4.83846226e-04   6.37647806e-01   3.01485148e-03   8.29829645e-02   9.40753343e-04
  3.20000000e+01   2.33685363e-01   3.98676443e-04   1.09496899e-01   4.69110655e-04   6.19243587e-01   2.92512650e-03   7.74118792e-02   9.06455125e-04
  3.30000000e+01   2.28288310e-01   3.92238994e-04   1.04510677e-01   4.55039203e-04   6.01568458e-01   2.83872188e-03   7.22339388e-02   8.73730935e-04
  3.40000000e+01   2.23037396e-01   3.85995547e-04   9.97679340e-02   4.41705947e-04   5.84600121e-01   2.75523970e-03   6.74346276e-02   8.42467492e-04
  3.50000000e+01   2.17927263e-01   3.79993944e-04   9.52562564e-02   4.29223864e-04   5.68288701e-01   2.67440812e-03   6.29643588e-02   8.12743027e-04
  3.60000000e+01   2.12954983e-01   3.74285107e-04   9.09673489e-02   4.17380334e-04   5.52611803e-01   2.59687902e-03   5.88222618e-02   7.84688613e-04
  3.70000000e+01   2.08116444e-01   3.68856829e-04   8.68841085e-02   4.06288369e-04   5.37505165e-01   2.52220749e-03   5.49396475e-02   7.58661686e-04
  3.80000000e+01   2.03409154e-01   3.63774164e-04   8.30040537e-02   3.95790243e-04   5.23004152e-01   2.44970244e-03   5.13561656e-02   7.34076385e-04
  3.90000000e+01   1.98828693e-01   3.58947205e-04   7.93160585e-02   3.85751313e-04   5.09043949e-01   2.38007707e-03   4.80113662e-02   7.10814717e-04
  4.00000000e+01   1.94371007e-01   3.54380312e-04   7.58026231e-02   3.76214971e-04   4.95588705e-01   2.31263603e-03   4.48957761e-02   6.88579234e-04
  4.10000000e+01   1.90034555e-01   3.50211733e-04   7.24606315e-02   3.67500175e-04   4.82629244e-01   2.24898425e-03   4.20019674e-02   6.68530872e-04
  4.20000000e+01   1.85814834e-01   3.46447217e-04   6.92789611e-02   3.59458646e-04   4.70109596e-01   2.18795953e-03   3.92879814e-02   6.49376541e-04
  4.30000000e+01   1.81710781e-01   3.43068125e-04   6.62557247e-02   3.52108147e-04   4.58046328e-01   2.13062830e-03   3.67580306e-02   6.31934420e-04
  4.40000000e+01   1.77719938e-01   3.40124454e-04   6.33855480e-02   3.45483074e-04   4.46445373e-01   2.07639406e-03   3.44120779e-02   6.15144619e-04
  4.50000000e+01   1.73840154e-01   3.37535603e-04   6.06553858e-02   3.39381037e-04   4.35266070e-01   2.02448924e-03   3.22344246e-02   5.99908145e-04
  4.60000000e+01   1.70068003e-01   3.35429213e-04   5.80539907e-02   3.33772111e-04   4.24475344e-01   1.97490649e-03   3.02043910e-02   5.85893340e-04
  4.70000000e+01   1.66401352e-01   3.33695638e-04   5.55769721e-02   3.28669881e-04   4.14064576e-01   1.92832847e-03   2.83003654e-02   5.72955752e-04
  4.80000000e+01   1.62837769e-01   3.32320395e-04   5.32319472e-02   3.23979082e-04   4.04033272e-01   1.88385752e-03   2.65350122e-02   5.59789293e-04
  4.90000000e+01   1.59374660e-01   3.31451175e-04   5.10065118e-02   3.19654016e-04   3.94372590e-01   1.84112455e-03   2.48962679e-02   5.46871380e-04
  5.00000000e+01   1.56009014e-01   3.31040598e-04   4.88932551e-02   3.15584335e-04   3.85047294e-01   1.79983310e-03   2.33668350e-02   5.34382409e-04
  5.10000000e+01   1.52739372e-01   3.30982560e-04   4.68837615e-02   3.11714794e-04   3.76043503e-01   1.76085229e-03   2.19320182e-02   5.22825890e-04
  5.20000000e+01   1.49562255e-01   3.31348916e-04   4.49706786e-02   3.08137423e-04   3.67346926e-01   1.72368859e-03   2.05868181e-02   5.11262777e-04
  5.30000000e+01   1.46478188e-01   3.32177440e-04   4.31511759e-02   3.04987202e-04   3.58953607e-01   1.68942092e-03   1.93327073e-02   5.00510050e-04
  5.40000000e+01   1.43483850e-01   3.33521249e-04   4.14219999e-02   3.02222077e-04   3.50842005e-01   1.65670109e-03   1.81521154e-02   4.90255904e-04
  5.50000000e+01   1.40583975e-01   3.35311530e-04   3.97780514e-02   2.99588318e-04   3.43012485e-01   1.62533808e-03   1.70527436e-02   4.80999857e-04
  5.60000000e+01   1.37773932e-01   3.37468719e-04   3.82213284e-02   2.97245218e-04   3.35476115e-01   1.59663213e-03   1.60376101e-02   4.72971620e-04
  5.70000000e+01   1.35050226e-01   3.40186882e-04   3.67429396e-02   2.95308296e-04   3.28199896e-01   1.57025709e-03   1.50784108e-02   4.65024645e-04
  5.80000000e+01   1.32411382e-01   3.43371672e-04   3.53358880e-02   2.93828290e-04   3.21189356e-01   1.54580589e-03   1.41779850e-02   4.57540329e-04
  5.90000000e+01   1.29858879e-01   3.46942143e-04   3.40000578e-02   2.92735629e-04   3.14461388e-01   1.52340413e-03   1.33501287e-02   4.50439017e-04
  6.00000000e+01   1.27390072e-01   3.50859459e-04   3.27299000e-02   2.91780758e-04   3.07975930e-01   1.50314418e-03   1.25752768e-02   4.43746805e-04
  6.10000000e+01   1.25000133e-01   3.55021984e-04   3.15206031e-02   2.90963302e-04   3.01740879e-01   1.48518331e-03   1.18649448e-02   4.37301630e-04
  6.20000000e+01   1.22690310e-01   3.59491186e-04   3.03648456e-02   2.90130125e-04   2.95719993e-01   1.46866611e-03   1.11944259e-02   4.30949009e-04
  6.30000000e+01   1.20455855e-01   3.64299857e-04   2.92745628e-02   2.89471221e-04   2.89939565e-01   1.45400511e-03   1.05861229e-02   4.25007806e-04
  6.40000000e+01   1.18299889e-01   3.69409874e-04   2.82451123e-02   2.89064795e-04   2.84366170e-01   1.44121486e-03   1.00068032e-02   4.19045814e-04
  6.50000000e+01   1.16221797e-01   3.74830473e-04   2.72709284e-02   2.88809973e-04   2.79012903e-01   1.43002028e-03   9.47239099e-03   4.13559946e-04
  6.60000000e+01   1.14216324e-01   3.80532672e-04   2.63447565e-02   2.88816699e-04   2.73852508e-01   1.42092323e-03   8.96471983e-03   4.08253016e-04
  6.70000000e+01   1.12283660e-01   3.86490616e-04   2.54690035e-02   2.88688011e-04   2.68898925e-01   1.41353660e-03   8.48456661e-03   4.03612114e-04
  6.80000000e+01   1.10423649e-01   3.92706144e-04   2.46397704e-02   2.88691944e-04   2.64139568e-01   1.40864225e-03   8.03853942e-03   3.99551099e-04
  6.90000000e+01   1.08634227e-01   3.99048284e-04   2.38512942e-02   2.88821648e-04   2.59561763e-01   1.40501265e-03   7.61768391e-03   3.96465733e-04
  7.00000000e+01   1.06913505e-01   4.05511130e-04   2.31067906e-02   2.89026966e-04   2.55184502e-01   1.40301240e-03   7.23594453e-03   3.93670407e-04
  7.10000000e+01   1.05259601e-01   4.12174767e-04   2.24032650e-02   2.89228485e-04   2.50985569e-01   1.40250984e-03   6.88171569e-03   3.91032436e-04
  7.20000000e+01   1.03671710e-01   4.18936838e-04   2.17372357e-02   2.89392084e-04   2.46961441e-01   1.40303984e-03   6.54910840e-03   3.87909489e-04
  7.30000000e+01   1.02150908e-01   4.25779014e-04   2.11043203e-02   2.89629388e-04   2.43111072e-01   1.40477063e-03   6.23973879e-03   3.85025585e-04
  7.40000000e+01   1.00694246e-01   4.32716607e-04   2.05078460e-02   2.90082651e-04   2.39459990e-01   1.40860905e-03   5.96206206e-03   3.82771322e-04
  7.50000000e+01   9.93007699e-02   4.39756950e-04   1.99383487e-02   2.90646648e-04   2.35967221e-01   1.41322904e-03   5.70441789e-03   3.80419019e-04
  7.60000000e+01   9.79704274e-02   4.46838997e-04   1.93998145e-02   2.91216517e-04   2.32645254e-01   1.41882750e-03   5.47080520e-03   3.78025300e-04
  7.70000000e+01   9.67012773e-02   4.53875197e-04   1.88828023e-02   2.91918085e-04   2.29460383e-01   1.42523858e-03   5.24437641e-03   3.75463654e-04
  7.80000000e+01   9.54965573e-02   4.60947487e-04   1.83994044e-02   2.93027272e-04   2.26443120e-01   1.43319391e-03   5.03261203e-03   3.73300513e-04
  7.90000000e+01   9.43517563e-02   4.67953264e-04   1.79444513e-02   2.94435670e-04   2.23621604e-01   1.44151343e-03   4.85933034e-03   3.71678328e-04
  8.00000000e+01   9.32682172e-02   4.74976472e-04   1.75168177e-02   2.96301704e-04   2.20933502e-01   1.45002876e-03   4.68980144e-03   3.70385332e-04
  8.10000000e+01   9.22443014e-02   4.81989195e-04   1.71183999e-02   2.98249807e-04   2.18395561e-01   1.45822640e-03   4.52927456e-03   3.69541689e-04
  8.20000000e+01   9.12775303e-02   4.88981451e-04   1.67512341e-02   3.00316266e-04   2.15998278e-01   1.46762844e-03   4.38430288e-03   3.69461219e-04
  8.30000000e+01   9.03673187e-02   4.95836996e-04   1.64119337e-02   3.02405408e-04   2.13765825e-01   1.47825371e-03   4.26102276e-03   3.69744282e-04
  8.40000000e+01   8.95152066e-02   5.02375445e-04   1.60925263e-02   3.04614104e-04   2.11664156e-01   1.48887938e-03   4.13654568e-03   3.70868614e-04
  8.50000000e+01   8.87192696e-02   5.08644613e-04   1.57954878e-02   3.06824689e-04   2.09699270e-01   1.49926040e-03   4.01353346e-03   3.72264559e-04
  8.60000000e+01   8.79828685e-02   5.14709036e-04   1.55210414e-02   3.09278004e-04   2.07881314e-01   1.50947683e-03   3.89982589e-03   3.73645088e-04
  8.70000000e+01   8.72998499e-02   5.20506489e-04   1.52672793e-02   3.11763697e-04   2.06196660e-01   1.52014540e-03   3.78866465e-03   3.75085303e-04
  8.80000000e+01   8.66710539e-02   5.25989757e-04   1.50304126e-02   3.14527064e-04   2.04634516e-01   1.53000840e-03   3.67498502e-03   3.77016206e-04
  8.90000000e+01   8.60932884e-02   5.31183177e-04   1.48096560e-02   3.17355549e-04   2.03201841e-01   1.53995031e-03   3.56934103e-03   3.79126181e-04
  9.00000000e+01   8.55684685e-02   5.36041769e-04   1.46142650e-02   3.20265586e-04   2.01924063e-01   1.54933022e-03   3.48634005e-03   3.81065506e-04
  9.10000000e+01   8.50953554e-02   5.40633220e-04   1.44401599e-02   3.23061655e-04   2.00756124e-01   1.55868578e-03   3.40520049e-03   3.83413390e-04
  9.20000000e+01   8.46742164e-02   5.44940209e-04   1.42844342e-02   3.26002311e-04   1.99712556e-01   1.56784040e-03   3.33638996e-03   3.86182045e-04
  9.30000000e+01   8.43035688e-02   5.48910076e-04   1.41480260e-02   3.29002801e-04   1.98809928e-01   1.57633297e-03   3.28051784e-03   3.89490947e-04
  9.40000000e+01   8.39825946e-02   5.52352800e-04   1.40278488e-02   3.31795261e-04   1.98000602e-01   1.58460879e-03   3.21622821e-03   3.92619419e-04
  9.50000000e+01   8.37125247e-02   5.55240178e-04   1.39291335e-02   3.34329404e-04   1.97327335e-01   1.59213523e-03   3.16379438e-03   3.95693555e-04
  9.60000000e+01   8.34903122e-02   5.57676744e-04   1.38495668e-02   3.36628486e-04   1.96770811e-01   1.59912201e-03   3.11996001e-03   3.99041387e-04
  9.70000000e+01   8.33156846e-02   5.59646627e-04   1.37883748e-02   3.38662026e-04   1.96330107e-01   1.60530301e-03   3.07841900e-03   4.02311422e-04
  9.80000000e+01   8.31881968e-02   5.61179307e-04   1.37450148e-02   3.40188051e-04   1.96007149e-01   1.60992511e-03   3.04749382e-03   4.04807014e-04
  9.90000000e+01   8.31092670e-02   5.62089783e-04   1.37212574e-02   3.41172875e-04   1.95821796e-01   1.61243104e-03   3.04459053e-03   4.06669168e-04
  1.00000000e+02   8.30842097e-02   5.62407256e-04   1.37135060e-02   3.41626675e-04   1.95759834e-01   1.61359236e-03   3.04456103e-03   4.07465474e-04
