# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.84780042e-01   1.11424627e-03   1.96700506e+00   2.81814573e-03   1.73497747e+00   2.94770998e-03   2.94521795e+00   7.55397393e-03
  2.00000000e+00   9.84196727e-01   1.10378489e-03   1.96608386e+00   2.82069829e-03   1.71178497e+00   2.92911899e-03   2.94414648e+00   7.80018805e-03
  3.00000000e+00   9.83361328e-01   1.09795191e-03   1.96402207e+00   2.85847918e-03   1.68786028e+00   2.94748343e-03   2.94169836e+00   8.08121948e-03
  4.00000000e+00   9.82603393e-01   1.09603023e-03   1.96251571e+00   2.90020586e-03   1.66421730e+00   2.96421886e-03   2.93806508e+00   8.36829228e-03
  5.00000000e+00   9.81834397e-01   1.10080619e-03   1.96108585e+00   2.93060470e-03   1.64139168e+00   2.94380781e-03   2.93547131e+00   8.61049824e-03
  6.00000000e+00   9.80741442e-01   1.10668787e-03   1.95862844e+00   3.00717888e-03   1.61787070e+00   2.99577953e-03   2.93108882e+00   9.01854911e-03
  7.00000000e+00   9.79884730e-01   1.13487379e-03   1.95657925e+00   3.11085334e-03   1.59508832e+00   3.03573094e-03   2.92705439e+00   9.39716607e-03
  8.00000000e+00   9.79553065e-01   1.16076434e-03   1.95616239e+00   3.19933926e-03   1.57445734e+00   3.04894884e-03   2.92621271e+00   9.72301626e-03
  9.00000000e+00   9.78842536e-01   1.19548933e-03   1.95475972e+00   3.29512692e-03   1.55375028e+00   3.07154951e-03   2.92505814e+00   9.98424656e-03
  1.00000000e+01   9.78192709e-01   1.23674159e-03   1.95461970e+00   3.41239130e-03   1.53433351e+00   3.08105682e-03   2.92468136e+00   1.01963410e-02
  1.10000000e+01   9.77180257e-01   1.27706872e-03   1.95262878e+00   3.51844771e-03   1.51471033e+00   3.14041530e-03   2.92570940e+00   1.06138408e-02
  1.20000000e+01   9.76213100e-01   1.32772755e-03   1.95042116e+00   3.66794670e-03   1.49430182e+00   3.22741374e-03   2.92277005e+00   1.10847266e-02
  1.30000000e+01   9.75067704e-01   1.38115836e-03   1.94873014e+00   3.78703972e-03   1.47403871e+00   3.24894045e-03   2.91768463e+00   1.13150373e-02
  1.40000000e+01   9.74020695e-01   1.43211259e-03   1.94782280e+00   3.92499618e-03   1.45567331e+00   3.22789970e-03   2.91667839e+00   1.14156858e-02
  1.50000000e+01   9.73119095e-01   1.47981864e-03   1.94629822e+00   4.09559257e-03   1.43705901e+00   3.34757163e-03   2.91292037e+00   1.21572311e-02
  1.60000000e+01   9.72198468e-01   1.52508325e-03   1.94428210e+00   4.23504963e-03   1.41887783e+00   3.42456336e-03   2.90996949e+00   1.28177329e-02
  1.70000000e+01   9.70493545e-01   1.57874902e-03   1.94113305e+00   4.35060225e-03   1.40138158e+00   3.44149738e-03   2.91047158e+00   1.32158728e-02
  1.80000000e+01   9.69367980e-01   1.62779321e-03   1.93948631e+00   4.45137379e-03   1.38449133e+00   3.39971581e-03   2.91032138e+00   1.34836727e-02
  1.90000000e+01   9.67893454e-01   1.68744772e-03   1.93731330e+00   4.58782599e-03   1.36822253e+00   3.52563298e-03   2.91056818e+00   1.42150835e-02
  2.00000000e+01   9.66086620e-01   1.75114394e-03   1.93356811e+00   4.70178882e-03   1.34947310e+00   3.51943240e-03   2.90271591e+00   1.45876770e-02
  2.10000000e+01   9.63800867e-01   1.80860304e-03   1.92767662e+00   4.87794453e-03   1.32980690e+00   3.67608115e-03   2.89021766e+00   1.55055298e-02
  2.20000000e+01   9.62074633e-01   1.88017469e-03   1.92240998e+00   5.08612890e-03   1.31216875e+00   3.78291804e-03   2.88088897e+00   1.62181021e-02
  2.30000000e+01   9.60041500e-01   1.94621815e-03   1.91793497e+00   5.28469678e-03   1.29632028e+00   3.85501113e-03   2.87652489e+00   1.69677962e-02
  2.40000000e+01   9.57571226e-01   2.00593496e-03   1.91233133e+00   5.44449141e-03   1.28000645e+00   3.92698896e-03   2.86910979e+00   1.79323902e-02
  2.50000000e+01   9.55222589e-01   2.07349318e-03   1.90879137e+00   5.72429124e-03   1.26450466e+00   4.03531529e-03   2.86164819e+00   1.87913211e-02
  2.60000000e+01   9.52557721e-01   2.15148205e-03   1.90441654e+00   5.94546857e-03   1.24970502e+00   4.09921483e-03   2.85609997e+00   1.97015949e-02
  2.70000000e+01   9.49421363e-01   2.23178007e-03   1.89504133e+00   6.15942050e-03   1.23110070e+00   4.22546278e-03   2.83467304e+00   2.07049372e-02
  2.80000000e+01   9.47097949e-01   2.30461141e-03   1.89117508e+00   6.43745344e-03   1.21710848e+00   4.31931289e-03   2.82974605e+00   2.15069708e-02
  2.90000000e+01   9.44053052e-01   2.38305782e-03   1.88462451e+00   6.66592361e-03   1.20106728e+00   4.40775419e-03   2.81036410e+00   2.24447004e-02
  3.00000000e+01   9.40747276e-01   2.45687607e-03   1.87750877e+00   6.87237254e-03   1.18553990e+00   4.52090808e-03   2.79209004e+00   2.38220774e-02
  3.10000000e+01   9.37796483e-01   2.53222225e-03   1.87138746e+00   7.20164071e-03   1.17149558e+00   4.65554652e-03   2.77980390e+00   2.50474305e-02
  3.20000000e+01   9.34650359e-01   2.61097791e-03   1.86427961e+00   7.48357001e-03   1.15833488e+00   4.74082471e-03   2.76921001e+00   2.59957562e-02
  3.30000000e+01   9.30795805e-01   2.69915643e-03   1.85769644e+00   7.78665552e-03   1.14449124e+00   4.84471747e-03   2.75005435e+00   2.70680189e-02
  3.40000000e+01   9.27124003e-01   2.78053699e-03   1.85104533e+00   8.19802028e-03   1.13193972e+00   4.99305800e-03   2.74359282e+00   2.84615385e-02
  3.50000000e+01   9.23222254e-01   2.90059832e-03   1.84280229e+00   8.47503521e-03   1.11895179e+00   5.11159463e-03   2.72193817e+00   2.94904158e-02
  3.60000000e+01   9.19321899e-01   3.01087436e-03   1.83701980e+00   8.81029457e-03   1.10869611e+00   5.22611730e-03   2.73140506e+00   3.15155766e-02
  3.70000000e+01   9.15130435e-01   3.11325633e-03   1.82742794e+00   9.10434784e-03   1.09395860e+00   5.35053746e-03   2.69801094e+00   3.29750857e-02
  3.80000000e+01   9.11034851e-01   3.22638369e-03   1.81795341e+00   9.41122892e-03   1.08220186e+00   5.43586054e-03   2.69388916e+00   3.43141276e-02
  3.90000000e+01   9.06995152e-01   3.34733771e-03   1.81230861e+00   9.82059606e-03   1.07151994e+00   5.57453728e-03   2.68376278e+00   3.58281373e-02
  4.00000000e+01   9.02512586e-01   3.47409257e-03   1.80357989e+00   1.02412926e-02   1.05990439e+00   5.70114841e-03   2.66509064e+00   3.78244589e-02
  4.10000000e+01   8.98210495e-01   3.59998813e-03   1.79608530e+00   1.06271116e-02   1.05131589e+00   5.86476861e-03   2.67191257e+00   4.00303801e-02
  4.20000000e+01   8.93374137e-01   3.72159186e-03   1.78477588e+00   1.09901526e-02   1.03982082e+00   5.94784758e-03   2.66247786e+00   4.20740654e-02
  4.30000000e+01   8.88295262e-01   3.83597448e-03   1.77143950e+00   1.12710721e-02   1.02613133e+00   5.99536310e-03   2.63796514e+00   4.31814466e-02
  4.40000000e+01   8.82908186e-01   3.95396211e-03   1.76109813e+00   1.17522824e-02   1.01438195e+00   6.06998848e-03   2.61490608e+00   4.58269093e-02
  4.50000000e+01   8.77513946e-01   4.07883780e-03   1.75339933e+00   1.20194094e-02   1.00414313e+00   6.07315253e-03   2.60190686e+00   4.81376827e-02
  4.60000000e+01   8.71828915e-01   4.20911032e-03   1.74418029e+00   1.24837348e-02   9.93279139e-01   6.14855383e-03   2.60450454e+00   5.00969676e-02
  4.70000000e+01   8.65929051e-01   4.35524706e-03   1.72440871e+00   1.28373168e-02   9.80988452e-01   6.24505436e-03   2.57638638e+00   5.12339288e-02
  4.80000000e+01   8.59865580e-01   4.46686176e-03   1.70821691e+00   1.32800789e-02   9.68044347e-01   6.42545373e-03   2.54988744e+00   5.39381138e-02
  4.90000000e+01   8.53760002e-01   4.60037147e-03   1.69255412e+00   1.35924698e-02   9.57198148e-01   6.46697673e-03   2.53600891e+00   5.57873025e-02
  5.00000000e+01   8.47230647e-01   4.71929781e-03   1.67872312e+00   1.41317113e-02   9.46453347e-01   6.67835467e-03   2.53480576e+00   5.98086840e-02
