# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.97966053e-01   6.79413789e-04   1.99784536e+00   2.26052537e-03   1.49218501e+00   1.93472419e-03   3.00198566e+00   7.51605371e-03
  2.00000000e+00   9.98130706e-01   8.59463360e-04   1.99955039e+00   3.24332261e-03   1.33783831e+00   2.28653294e-03   3.00839533e+00   1.21956371e-02
  3.00000000e+00   9.97508235e-01   1.06860539e-03   2.00485012e+00   4.67480690e-03   1.22587196e+00   2.63349096e-03   3.02454240e+00   2.01545355e-02
  4.00000000e+00   9.97506240e-01   1.37420968e-03   2.00501035e+00   6.80644403e-03   1.14282264e+00   2.97905852e-03   3.01953964e+00   3.39809190e-02
  5.00000000e+00   9.97151134e-01   1.68587124e-03   2.01912822e+00   1.04088015e-02   1.09424984e+00   3.45413720e-03   3.11393993e+00   6.05461189e-02
  6.00000000e+00   9.94085784e-01   2.17193248e-03   2.00608992e+00   1.58979256e-02   1.05487776e+00   4.11649186e-03   3.06405509e+00   1.15254026e-01
  7.00000000e+00   9.94816953e-01   2.75127419e-03   2.00299072e+00   2.46286171e-02   1.03008673e+00   4.91467970e-03   2.96767614e+00   2.08956792e-01
  8.00000000e+00   9.92010314e-01   3.48499042e-03   2.03256271e+00   3.88918205e-02   1.01680340e+00   6.03664825e-03   3.12271677e+00   4.25274217e-01
  9.00000000e+00   9.90356940e-01   4.42630520e-03   2.10809840e+00   6.54325499e-02   1.01159929e+00   7.77051202e-03   3.70485626e+00   1.06465910e+00
  1.00000000e+01   9.87611884e-01   5.60674051e-03   2.06243731e+00   1.01270196e-01   9.87283356e-01   9.95865497e-03   1.17005779e+00   1.15147791e+00
  1.10000000e+01   9.80476808e-01   7.08725953e-03   2.07489201e+00   1.68046470e-01   9.61685749e-01   1.20771047e-02  -4.45907647e-01   1.15456612e+00
  1.20000000e+01   9.66278943e-01   9.14862976e-03   2.15886061e+00   2.93366295e-01   9.71680245e-01   1.50813302e-02  -2.21588620e-01   1.09293577e+00
  1.30000000e+01   9.42726306e-01   1.16656747e-02   1.91611732e+00   4.50381250e-01   9.48282892e-01   1.91411609e-02   1.80696118e+00   1.50606101e+00
  1.40000000e+01   9.17377668e-01   1.47426440e-02   1.85732470e+00   6.90468613e-01   9.27617207e-01   2.68834447e-02   2.32598658e+00   2.84171436e+00
  1.50000000e+01   8.62064717e-01   1.83760360e-02   1.99423158e+00   1.17070241e+00   8.56438374e-01   3.08156395e-02   5.55366178e+00   1.32562058e+01
  1.60000000e+01   7.95725762e-01   2.28724807e-02   2.45071701e+00   2.25788697e+00   7.90663713e-01   3.78918520e-02              nan   0.00000000e+00
  1.70000000e+01   6.89253419e-01   2.59143172e-02   1.97116718e+00   3.49954123e+00   6.66830715e-01   4.24682617e-02   1.30477956e+01   4.90164995e+01
  1.80000000e+01   5.44821672e-01   2.68193249e-02   5.72745069e+00   2.35035341e+01   5.45786064e-01   4.85177160e-02  -1.01677478e+01   9.64902133e+01
  1.90000000e+01   3.37500787e-01   2.53276313e-02              nan   0.00000000e+00   3.56824981e-01   5.16860809e-02   1.46331302e+01   7.01443477e+01
  2.00000000e+01   1.17620156e-01   1.61699657e-02  -2.05473061e+00   3.51053522e+00   6.49646338e-02   4.09893463e-02  -1.89494543e+01   7.05535797e+01
