# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   4.08670670e-01   6.32576202e-04   3.33709921e-01   1.15687840e-03   1.32395226e+00   6.91246383e-03   4.09913819e-01   3.20014707e-03
  2.00000000e+00   3.34946273e-01   6.19385532e-04   2.23947560e-01   9.53859569e-04   9.74372957e-01   5.62730549e-03   2.25686951e-01   2.37522617e-03
  3.00000000e+00   2.74505230e-01   6.11981739e-04   1.50200848e-01   7.91514667e-04   7.37465265e-01   4.64400501e-03   1.24278844e-01   1.78879963e-03
  4.00000000e+00   2.24978487e-01   6.03397316e-04   1.00795759e-01   6.70393749e-04   5.71486528e-01   3.97425916e-03   6.90116987e-02   1.40196324e-03
  5.00000000e+00   1.84373420e-01   5.83763782e-04   6.76057376e-02   5.69487366e-04   4.49699770e-01   3.42586351e-03   3.82899589e-02   1.10105211e-03
  6.00000000e+00   1.51109138e-01   5.65769867e-04   4.55769528e-02   4.89814226e-04   3.58747850e-01   2.99800144e-03   2.16463726e-02   8.20805939e-04
  7.00000000e+00   1.23837851e-01   5.34435153e-04   3.06188093e-02   4.02805417e-04   2.88570080e-01   2.48083927e-03   1.23824759e-02   5.80411724e-04
  8.00000000e+00   1.01487949e-01   5.02911802e-04   2.05113213e-02   3.42875507e-04   2.33119514e-01   2.13038518e-03   7.13087734e-03   4.96932482e-04
  9.00000000e+00   8.30129187e-02   4.77714832e-04   1.38500929e-02   3.23316211e-04   1.88780791e-01   1.90972267e-03   4.20439121e-03   4.32929808e-04
  1.00000000e+01   6.79632713e-02   4.61930866e-04   9.38712394e-03   2.96491506e-04   1.53401335e-01   1.71638397e-03   2.40537226e-03   3.80551639e-04
  1.10000000e+01   5.56498307e-02   4.46002618e-04   6.46737784e-03   2.77501609e-04   1.25144606e-01   1.55384198e-03   1.59199194e-03   3.78648084e-04
  1.20000000e+01   4.55328819e-02   4.32867015e-04   4.41282546e-03   2.61683620e-04   1.02155929e-01   1.45241309e-03   8.74837273e-04   3.90383629e-04
  1.30000000e+01   3.73911006e-02   4.30815042e-04   3.07169400e-03   2.59231290e-04   8.39518175e-02   1.42192541e-03   3.27005955e-04   3.80732262e-04
  1.40000000e+01   3.06839488e-02   4.23526940e-04   2.29640372e-03   2.76990970e-04   6.93631892e-02   1.35771206e-03   7.33793830e-05   3.85692869e-04
  1.50000000e+01   2.51877716e-02   4.20559848e-04   1.70717624e-03   2.80999117e-04   5.68048758e-02   1.29501729e-03  -4.62579372e-04   3.59594612e-04
  1.60000000e+01   2.07031051e-02   4.12263015e-04   1.24170012e-03   2.85582809e-04   4.68398869e-02   1.26454645e-03  -5.84624815e-04   3.59468477e-04
  1.70000000e+01   1.69968953e-02   3.97323335e-04   7.65700806e-04   2.90991745e-04   3.83609238e-02   1.19871886e-03  -3.19761467e-04   3.35541739e-04
  1.80000000e+01   1.40334940e-02   3.90811546e-04   5.15591970e-04   2.80833689e-04   3.13945009e-02   1.18059629e-03  -1.61097572e-04   3.26993211e-04
  1.90000000e+01   1.15386685e-02   3.83825790e-04   2.90825970e-04   2.65329291e-04   2.51791671e-02   1.17219065e-03   1.24132285e-05   3.32388569e-04
