# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  2.00000000e+01   9.50970573e-03   3.89566582e-04   2.39827870e-04   2.63859202e-04   2.09930051e-02   1.16969032e-03   3.07201515e-04   3.18788803e-04
  2.10000000e+01   7.80813540e-03   3.96710249e-04   2.85723784e-04   2.52320638e-04   1.74690655e-02   1.20669547e-03   5.12764312e-04   3.15156395e-04
  2.20000000e+01   6.47509443e-03   3.92628116e-04   2.32135374e-04   2.51599398e-04   1.45026384e-02   1.17029355e-03   5.40032396e-04   3.02792482e-04
  2.30000000e+01   5.43043735e-03   3.95409276e-04   1.26158896e-04   2.38811115e-04   1.17176645e-02   1.18218084e-03   3.79476529e-04   2.89885032e-04
  2.40000000e+01   4.54421203e-03   4.02671039e-04   1.22118256e-04   2.41954418e-04   9.97905927e-03   1.16957668e-03   4.73594234e-04   3.01862114e-04
  2.50000000e+01   3.90265340e-03   4.11905478e-04   9.07428934e-05   2.39563117e-04   8.24848919e-03   1.20589785e-03   2.76865165e-04   3.27893402e-04
  2.60000000e+01   3.38420165e-03   4.18306903e-04   9.52259765e-05   2.43304746e-04   6.70315239e-03   1.23123627e-03   2.10326731e-04   3.21897065e-04
  2.70000000e+01   2.98666285e-03   4.17420259e-04   6.40439203e-05   2.49261245e-04   5.51842156e-03   1.18566781e-03  -3.92384956e-05   3.18616455e-04
  2.80000000e+01   2.66422296e-03   4.18890942e-04   1.89583946e-04   2.46292823e-04   5.15225971e-03   1.19253513e-03   6.19499806e-05   2.90549781e-04
  2.90000000e+01   2.28993715e-03   4.19555754e-04   3.87745426e-04   2.35682987e-04   4.35587508e-03   1.18025639e-03   5.89643051e-05   3.17798885e-04
  3.00000000e+01   1.93678814e-03   4.24069078e-04   5.83635698e-04   2.33544221e-04   3.83401843e-03   1.16640123e-03   1.19670902e-04   3.39890202e-04
  3.10000000e+01   1.60245545e-03   4.25669516e-04   8.15732762e-04   2.43565547e-04   3.24873812e-03   1.16860209e-03  -1.24659235e-04   3.53188521e-04
  3.20000000e+01   1.36606898e-03   4.26956637e-04   8.77397173e-04   2.62124902e-04   3.10848595e-03   1.18160334e-03  -1.25907347e-04   3.94196451e-04
  3.30000000e+01   1.16121837e-03   4.15786078e-04   9.32585098e-04   2.53841663e-04   2.53941800e-03   1.14427612e-03  -1.49373596e-04   4.09383429e-04
  3.40000000e+01   9.88159338e-04   4.10118525e-04   8.27594627e-04   2.47214155e-04   2.31457662e-03   1.16949631e-03  -6.99971129e-05   3.98024095e-04
  3.50000000e+01   8.06838409e-04   4.11971291e-04   8.68414277e-04   2.51510906e-04   1.43489847e-03   1.21354016e-03  -2.86319077e-04   3.83752892e-04
  3.60000000e+01   6.53687917e-04   4.02433830e-04   7.91334775e-04   2.56330966e-04   1.03921113e-03   1.25216636e-03  -3.40911187e-04   4.01089910e-04
  3.70000000e+01   5.76499873e-04   4.06455305e-04   7.04442486e-04   2.41353183e-04   1.06539434e-03   1.23319176e-03  -3.39951703e-04   3.66642755e-04
  3.80000000e+01   5.50993729e-04   4.09781050e-04   4.09856125e-04   2.46438780e-04   1.97750315e-03   1.20738241e-03   1.41524599e-04   3.39739667e-04
  3.90000000e+01   5.82077443e-04   4.16136872e-04   1.90589969e-04   2.46001865e-04   2.91109025e-03   1.19891304e-03   6.04216597e-04   3.32122081e-04
  4.00000000e+01   6.70872229e-04   4.38973816e-04   3.31401328e-05   2.47795823e-04   3.01408754e-03   1.25218185e-03   3.93775974e-04   3.33963540e-04
  4.10000000e+01   7.40367658e-04   4.65081919e-04  -8.73428236e-05   2.52348640e-04   2.92051873e-03   1.32056486e-03   4.51711655e-04   3.17364060e-04
  4.20000000e+01   7.46356696e-04   4.84748387e-04  -2.09381619e-04   2.52185995e-04   2.27286349e-03   1.37118054e-03   1.02252966e-04   3.39098582e-04
  4.30000000e+01   6.83597996e-04   4.96344605e-04  -3.26692877e-04   2.54422461e-04   1.70030316e-03   1.35274044e-03  -1.52903812e-05   3.40285231e-04
  4.40000000e+01   5.54893764e-04   5.09468020e-04  -3.37783232e-04   2.44892388e-04   1.49603486e-03   1.36790361e-03   1.36531651e-04   3.35819688e-04
  4.50000000e+01   4.61068567e-04   5.22899442e-04  -4.03354096e-04   2.49825603e-04   1.59508955e-03   1.35069693e-03   4.20434215e-04   3.42667750e-04
  4.60000000e+01   3.86198937e-04   5.44336696e-04  -3.63299242e-04   2.60978819e-04   9.52737173e-04   1.40385996e-03   3.18653366e-04   3.49778996e-04
  4.70000000e+01   2.23793282e-04   5.75540637e-04  -2.80668713e-04   2.78113901e-04   5.62144289e-04   1.49094623e-03   3.93207854e-04   3.43920472e-04
  4.80000000e+01   1.32538883e-04   6.03555949e-04  -2.49156130e-04   3.17286956e-04   7.00472745e-04   1.58072060e-03   4.07949822e-04   3.67774260e-04
  4.90000000e+01   1.05511539e-04   6.27501281e-04  -4.88386474e-05   3.52952627e-04   5.39914350e-04   1.62464869e-03   2.18906127e-04   3.77274605e-04
  5.00000000e+01   1.20748922e-04   6.34957548e-04   1.57594140e-04   3.58019517e-04   7.90524636e-04   1.66909574e-03   5.23675312e-04   4.36337509e-04
