# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.97022596e-01   7.00956848e-04   1.99604599e+00   2.51133305e-03   1.44963087e+00   2.08404652e-03   2.99949465e+00   8.20968939e-03
  2.00000000e+00   9.97520986e-01   9.27231404e-04   1.99583263e+00   3.78515607e-03   1.28275692e+00   2.51430896e-03   2.98705862e+00   1.46936866e-02
  3.00000000e+00   9.95852186e-01   1.24040668e-03   1.98809414e+00   5.85076133e-03   1.17022022e+00   2.89400498e-03   2.97527062e+00   2.64195714e-02
  4.00000000e+00   9.94994855e-01   1.66077266e-03   1.99594225e+00   9.47821877e-03   1.10527566e+00   3.52584817e-03   3.04774860e+00   5.43909878e-02
  5.00000000e+00   9.93082891e-01   2.18974876e-03   1.98076961e+00   1.54611684e-02   1.05685683e+00   4.28261055e-03   2.95149220e+00   1.06913910e-01
  6.00000000e+00   9.94143887e-01   2.79196956e-03   1.98631515e+00   2.56622065e-02   1.02792204e+00   4.99916700e-03   2.87484871e+00   2.10069772e-01
  7.00000000e+00   9.90919254e-01   3.78860536e-03   1.95985985e+00   4.40484874e-02   1.00824550e+00   6.71788247e-03   2.95068507e+00   4.51920493e-01
  8.00000000e+00   9.88073257e-01   5.11296178e-03   1.95133337e+00   7.67610775e-02   9.89611798e-01   8.68084516e-03   2.20309744e+00   7.98306079e-01
  9.00000000e+00   9.79749035e-01   6.68897501e-03   2.16298056e+00   1.32971827e-01   9.78478601e-01   1.13643499e-02   1.76328318e+00   1.19860381e+00
  1.00000000e+01   9.75788583e-01   8.79006578e-03   2.23880057e+00   2.52590516e-01   9.79257019e-01   1.47324187e-02   2.20371014e+00   2.28660199e+00
  1.10000000e+01   9.63447321e-01   1.16212888e-02   2.02657422e+00   4.28611497e-01   9.76359658e-01   1.98779659e-02   2.94662713e+00   5.38705297e+00
  1.20000000e+01   9.26965582e-01   1.54795482e-02   1.70283650e+00   6.71593919e-01   9.15737304e-01   2.52582978e-02   9.64104659e-01   6.15525548e+00
  1.30000000e+01   8.54157611e-01   1.93601698e-02   1.26473213e+00   9.29878691e-01   8.56211798e-01   3.25563221e-02   2.40820456e-01   7.33170672e+00
  1.40000000e+01   7.35508503e-01   2.45372151e-02   6.48001244e-01   1.08036332e+00   7.31472659e-01   4.12609007e-02  -1.69187184e+00   6.84158235e+00
  1.50000000e+01   5.81539907e-01   2.74044446e-02  -2.84634976e-01   1.05659374e+00   6.43684215e-01   4.88369095e-02   1.28021903e+01   8.56149826e+01
  1.60000000e+01   3.65122641e-01   2.70536318e-02  -8.19800446e-01   9.45548333e-01   2.72128990e-01   4.90615277e-02  -1.58410451e+01   8.62383399e+01
  1.70000000e+01   1.57538529e-01   1.80941827e-02  -9.67521607e-01   6.49100580e-01   1.64079874e-01   4.38282916e-02   9.65961421e-02   1.88260439e+00
