# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   3.75364450e-01   2.22901865e-04   2.81472972e-01   4.20095534e-04   1.14354501e+00   2.50924940e-03   3.16248654e-01   1.15883460e-03
  2.00000000e+00   2.84560732e-01   2.10930003e-04   1.61673555e-01   3.21186947e-04   7.64493203e-01   1.83899558e-03   1.37460394e-01   7.18128661e-04
  3.00000000e+00   2.15693310e-01   1.98487020e-04   9.28681978e-02   2.50533310e-04   5.35334491e-01   1.40496255e-03   5.99551837e-02   4.78191843e-04
  4.00000000e+00   1.63568511e-01   1.87850778e-04   5.34599562e-02   2.04137759e-04   3.86770153e-01   1.11767715e-03   2.62360217e-02   3.41735134e-04
  5.00000000e+00   1.24069820e-01   1.80118989e-04   3.07074254e-02   1.72483478e-04   2.84521716e-01   9.22343559e-04   1.12518969e-02   2.71500101e-04
  6.00000000e+00   9.41593080e-02   1.76617928e-04   1.77128566e-02   1.53107254e-04   2.12138262e-01   7.88218281e-04   4.95639476e-03   2.30425810e-04
  7.00000000e+00   7.14385068e-02   1.71882771e-04   1.02015186e-02   1.39704429e-04   1.59445846e-01   6.73251010e-04   2.23024751e-03   1.98477425e-04
  8.00000000e+00   5.42488443e-02   1.71061297e-04   5.91878532e-03   1.33795971e-04   1.20498361e-01   6.05182273e-04   9.82643582e-04   1.78968947e-04
  9.00000000e+00   4.12279696e-02   1.72752001e-04   3.44214461e-03   1.32565020e-04   9.15370669e-02   5.71608425e-04   5.32889318e-04   1.73667277e-04
  1.00000000e+01   3.14049146e-02   1.73723608e-04   1.88752851e-03   1.24920080e-04   6.97518814e-02   5.51551969e-04   3.26554299e-04   1.67134768e-04
  1.10000000e+01   2.39486517e-02   1.75421815e-04   1.01347442e-03   1.20912966e-04   5.31399275e-02   5.36570916e-04   1.77110513e-04   1.63497593e-04
  1.20000000e+01   1.83253948e-02   1.76793884e-04   5.77216551e-04   1.19414155e-04   4.05168363e-02   5.39829570e-04   7.82597659e-05   1.58476827e-04
  1.30000000e+01   1.41653294e-02   1.81204557e-04   3.59690083e-04   1.19295692e-04   3.14169071e-02   5.45577552e-04   5.99532366e-05   1.53939307e-04
  1.40000000e+01   1.11733496e-02   1.86388279e-04   2.53153434e-04   1.23409703e-04   2.47669398e-02   5.58648075e-04   5.60967199e-05   1.52391404e-04
  1.50000000e+01   9.10864196e-03   1.97338434e-04   2.11464473e-04   1.25828354e-04   2.02129404e-02   5.83814915e-04   8.95341578e-05   1.52707954e-04
  1.60000000e+01   7.74993844e-03   2.08651897e-04   2.28861208e-04   1.33775162e-04   1.69035239e-02   6.21351745e-04  -4.65117491e-08   1.62188399e-04
  1.70000000e+01   7.00246403e-03   2.21859529e-04   2.87378671e-04   1.49582032e-04   1.56728663e-02   6.61788923e-04   2.10842048e-04   1.80242665e-04
  1.80000000e+01   6.70263998e-03   2.29260563e-04   3.75971586e-04   1.63632563e-04   1.49745698e-02   6.96645973e-04   2.05294521e-04   2.10859653e-04
