# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.90000000e+01   9.88500353e-01   7.41431991e-03   2.00082074e+00   1.20918414e-01   9.92392316e-01   1.18775634e-02   1.66318699e+00   1.23669655e+00
  2.00000000e+01   9.82115865e-01   8.47650250e-03   2.03446454e+00   1.61928357e-01   1.00828185e+00   1.36868236e-02   6.02574204e+00   4.18722885e+00
  2.10000000e+01   9.75548400e-01   9.69765113e-03   1.93752907e+00   2.07965427e-01   9.77944113e-01   1.61466523e-02  -9.51181006e-01   2.62582937e+00
  2.20000000e+01   9.63592614e-01   1.11993382e-02   1.84825709e+00   2.55478858e-01   9.69018101e-01   1.80857895e-02  -1.85852184e+00   2.43296151e+00
  2.30000000e+01   9.45315535e-01   1.30253652e-02   1.90753596e+00   3.27172144e-01   9.47655960e-01   2.00689621e-02   2.71693175e-01   1.77794978e+00
  2.40000000e+01   9.29733341e-01   1.47694200e-02   2.24616248e+00   4.58585474e-01   9.22991928e-01   2.24116675e-02   4.20724136e-01   1.84549322e+00
  2.50000000e+01   9.14180136e-01   1.73162751e-02   1.87187514e+00   5.33331348e-01   9.07077918e-01   2.54813768e-02   2.01720396e+00   2.63032271e+00
  2.60000000e+01   8.94456256e-01   2.00824578e-02   2.70973996e+00   9.31102023e-01   8.93061799e-01   2.89252146e-02   1.15438233e+00   2.83486471e+00
  2.70000000e+01   8.62825604e-01   2.29641336e-02   5.21387852e+00   2.64494841e+00   8.81634117e-01   3.33392262e-02   8.12614982e-01   3.06174082e+00
  2.80000000e+01   8.28972288e-01   2.59929256e-02   9.28287734e+00   1.26882850e+01   8.22944616e-01   3.74539087e-02  -2.14871720e+00   3.47900748e+00
  2.90000000e+01   7.70341753e-01   2.82988923e-02              nan   0.00000000e+00   7.98641363e-01   4.28012567e-02   2.95817113e+00   4.17222723e+00
  3.00000000e+01   7.02466705e-01   3.07004336e-02  -3.94835964e+00   1.21557892e+01   7.29566463e-01   4.81556571e-02   1.53817622e+00   4.59823524e+00
  3.10000000e+01   6.47357382e-01   3.23108548e-02  -6.73481685e-01   4.14580091e+00   6.69515043e-01   5.00099066e-02  -2.54220652e+00   4.82492054e+00
  3.20000000e+01   5.56660052e-01   3.31287924e-02   1.36258762e+00   5.65339617e+00   6.29142711e-01   5.56502459e-02  -1.08315729e+00   3.09463223e+00
  3.30000000e+01   4.62387559e-01   3.24945275e-02  -8.85195011e-01   4.64946133e+00   6.09204997e-01   5.88512954e-02   8.75068573e+00   1.79561526e+01
  3.40000000e+01   3.68671585e-01   3.04148064e-02  -2.13924454e+00   5.03999154e+00   4.55359159e-01   5.87380323e-02   1.85867068e+01   1.88402145e+02
  3.50000000e+01   2.56592765e-01   2.64408896e-02   8.63698250e-01   4.08828977e+00   2.97719712e-01   5.44575297e-02  -1.11288561e+01   1.69332422e+02
  3.60000000e+01   1.41753032e-01   1.82730753e-02  -1.97727325e+00   4.12411614e+00   1.81598988e-01   4.61225228e-02   4.32505363e+00   1.04478541e+02
