# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   4.36413866e-01   2.90682743e-04   3.80950261e-01   5.74028359e-04   1.47547115e+00   3.37366323e-03   4.98724845e-01   1.53897008e-03
  2.00000000e+00   3.81927855e-01   2.84640040e-04   2.91823055e-01   5.04996830e-04   1.18949045e+00   2.91461079e-03   3.34591880e-01   1.23516722e-03
  3.00000000e+00   3.34253020e-01   2.76094983e-04   2.23514247e-01   4.40675321e-04   9.72487967e-01   2.52322763e-03   2.24369900e-01   9.87276990e-04
  4.00000000e+00   2.92534108e-01   2.65958898e-04   1.71182583e-01   3.82319394e-04   8.05040708e-01   2.18099664e-03   1.50339609e-01   7.84000601e-04
  5.00000000e+00   2.56044717e-01   2.54553951e-04   1.31070426e-01   3.31771738e-04   6.73659716e-01   1.89318841e-03   1.00745553e-01   6.28257557e-04
  6.00000000e+00   2.24116269e-01   2.43271274e-04   1.00359136e-01   2.89138933e-04   5.68776022e-01   1.65480276e-03   6.74622470e-02   5.12381073e-04
  7.00000000e+00   1.96184233e-01   2.32673021e-04   7.68373125e-02   2.54462163e-04   4.83890282e-01   1.46020288e-03   4.51476764e-02   4.26763271e-04
  8.00000000e+00   1.71733166e-01   2.22297383e-04   5.88555148e-02   2.25093784e-04   4.14336313e-01   1.29678235e-03   3.03099885e-02   3.62218854e-04
  9.00000000e+00   1.50337762e-01   2.12711003e-04   4.50961819e-02   2.01006675e-04   3.56507689e-01   1.15763295e-03   2.03014385e-02   3.08578379e-04
  1.00000000e+01   1.31617192e-01   2.04684880e-04   3.45374383e-02   1.83700568e-04   3.08015902e-01   1.04425533e-03   1.36553719e-02   2.69489917e-04
  1.10000000e+01   1.15210546e-01   1.98225237e-04   2.64249769e-02   1.68221069e-04   2.66797108e-01   9.38565580e-04   9.15557750e-03   2.31684530e-04
  1.20000000e+01   1.00851632e-01   1.92951621e-04   2.01890631e-02   1.55616133e-04   2.31535140e-01   8.51970962e-04   6.15653636e-03   2.06988572e-04
  1.30000000e+01   8.82936082e-02   1.89028377e-04   1.54117508e-02   1.45830542e-04   2.01428140e-01   7.85979916e-04   4.19078742e-03   1.94662385e-04
  1.40000000e+01   7.72952140e-02   1.85582970e-04   1.17892079e-02   1.37915881e-04   1.75452772e-01   7.27020023e-04   2.85334699e-03   1.84060945e-04
  1.50000000e+01   6.76843047e-02   1.82411365e-04   8.99787845e-03   1.31938696e-04   1.52976073e-01   6.78891698e-04   1.98668973e-03   1.75976843e-04
  1.60000000e+01   5.92813837e-02   1.81028332e-04   6.91946805e-03   1.28367785e-04   1.33520468e-01   6.43026573e-04   1.41351587e-03   1.69190422e-04
  1.70000000e+01   5.19203716e-02   1.79939641e-04   5.36022668e-03   1.26518791e-04   1.16674347e-01   6.13153388e-04   1.00430901e-03   1.64337582e-04
  1.80000000e+01   4.54879680e-02   1.79954068e-04   4.09427645e-03   1.25762638e-04   1.01979360e-01   5.86577792e-04   6.80508725e-04   1.57861084e-04
  1.90000000e+01   3.98529760e-02   1.80494405e-04   3.17058344e-03   1.23984205e-04   8.92314003e-02   5.71378117e-04   4.60226133e-04   1.55076238e-04
  2.00000000e+01   3.49317808e-02   1.82137454e-04   2.42817532e-03   1.23468359e-04   7.81721956e-02   5.59336929e-04   3.68702953e-04   1.53461391e-04
  2.10000000e+01   3.06443486e-02   1.84107602e-04   1.85128340e-03   1.23594270e-04   6.83387159e-02   5.52683047e-04   1.65159665e-04   1.50937999e-04
  2.20000000e+01   2.69066952e-02   1.86533047e-04   1.42981278e-03   1.23726785e-04   5.99843634e-02   5.54287975e-04   1.87472257e-04   1.49731316e-04
  2.30000000e+01   2.36626094e-02   1.89590905e-04   1.11751977e-03   1.23580727e-04   5.27140234e-02   5.56537826e-04   2.40159007e-04   1.50014196e-04
  2.40000000e+01   2.08604304e-02   1.93373995e-04   8.66561442e-04   1.22746354e-04   4.64570118e-02   5.57281985e-04   2.31616664e-04   1.47735168e-04
  2.50000000e+01   1.84283392e-02   1.96978578e-04   6.42298217e-04   1.20651154e-04   4.10775540e-02   5.61581778e-04   2.18984662e-04   1.44364549e-04
  2.60000000e+01   1.63135979e-02   2.02176644e-04   5.00436366e-04   1.18771185e-04   3.63981573e-02   5.69290939e-04   1.67368003e-04   1.42583046e-04
  2.70000000e+01   1.44795626e-02   2.08613183e-04   3.48700023e-04   1.17538944e-04   3.23121488e-02   5.79120083e-04   1.43513202e-04   1.44083228e-04
  2.80000000e+01   1.29060321e-02   2.15790296e-04   1.74025667e-04   1.15995655e-04   2.87285706e-02   5.90342358e-04   1.28790513e-04   1.41684583e-04
  2.90000000e+01   1.15555428e-02   2.24232910e-04   5.06065126e-05   1.16681793e-04   2.57430899e-02   6.04227888e-04   1.71466905e-04   1.39323514e-04
  3.00000000e+01   1.04275678e-02   2.33085320e-04  -3.30542988e-05   1.17861027e-04   2.31427329e-02   6.24387318e-04   1.15629453e-04   1.39666747e-04
  3.10000000e+01   9.49524268e-03   2.42545579e-04  -5.57167265e-05   1.20945378e-04   2.09975426e-02   6.51961312e-04   9.42298955e-05   1.42334719e-04
