# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  2.10000000e+01   2.56456292e-01   3.58850721e-04   1.31456102e-01   4.78127570e-04   6.91388818e-01   2.94014318e-03   1.00137291e-01   1.01328051e-03
  2.20000000e+01   2.48507694e-01   3.52345588e-04   1.23421601e-01   4.59618588e-04   6.63966634e-01   2.82973506e-03   9.10680530e-02   9.66263400e-04
  2.30000000e+01   2.40833687e-01   3.46328924e-04   1.15888518e-01   4.42274270e-04   6.37973512e-01   2.72347901e-03   8.28062608e-02   9.21384585e-04
  2.40000000e+01   2.33430276e-01   3.40590462e-04   1.08844497e-01   4.26024837e-04   6.13397949e-01   2.62236745e-03   7.53305395e-02   8.79021677e-04
  2.50000000e+01   2.26287481e-01   3.35353643e-04   1.02261667e-01   4.11363309e-04   5.90176611e-01   2.52933435e-03   6.85977018e-02   8.41063620e-04
  2.60000000e+01   2.19391027e-01   3.30830050e-04   9.60949501e-02   3.98192464e-04   5.68103840e-01   2.44171990e-03   6.24522985e-02   8.05935401e-04
  2.70000000e+01   2.12744261e-01   3.26878694e-04   9.03332098e-02   3.86064605e-04   5.47184699e-01   2.35970910e-03   5.69029196e-02   7.74982069e-04
  2.80000000e+01   2.06339925e-01   3.23405091e-04   8.49597099e-02   3.75005564e-04   5.27398122e-01   2.28220142e-03   5.19186575e-02   7.45886903e-04
  2.90000000e+01   2.00166789e-01   3.20588169e-04   7.99378664e-02   3.65044769e-04   5.08616701e-01   2.20910944e-03   4.74059180e-02   7.18950352e-04
  3.00000000e+01   1.94219099e-01   3.18352863e-04   7.52421406e-02   3.56203567e-04   4.90796413e-01   2.13974146e-03   4.33211824e-02   6.92800869e-04
  3.10000000e+01   1.88491450e-01   3.16678292e-04   7.08577005e-02   3.48255398e-04   4.73874572e-01   2.07453856e-03   3.96387276e-02   6.68239786e-04
  3.20000000e+01   1.82975654e-01   3.15444428e-04   6.67732072e-02   3.40734767e-04   4.57806406e-01   2.01245788e-03   3.63119068e-02   6.45301292e-04
  3.30000000e+01   1.77661869e-01   3.14665051e-04   6.29583976e-02   3.33809089e-04   4.42524131e-01   1.95384464e-03   3.32845182e-02   6.23647423e-04
  3.40000000e+01   1.72546914e-01   3.14433787e-04   5.93936909e-02   3.27578997e-04   4.27993479e-01   1.89951485e-03   3.05459667e-02   6.04689690e-04
  3.50000000e+01   1.67626650e-01   3.14834541e-04   5.60596045e-02   3.21855985e-04   4.14150069e-01   1.84867801e-03   2.80447730e-02   5.86118698e-04
  3.60000000e+01   1.62891131e-01   3.15890457e-04   5.29286648e-02   3.16970365e-04   4.00925902e-01   1.80132106e-03   2.57572544e-02   5.68853280e-04
  3.70000000e+01   1.58342509e-01   3.17533412e-04   5.00090305e-02   3.12603692e-04   3.88344503e-01   1.75653883e-03   2.36785581e-02   5.52551425e-04
  3.80000000e+01   1.53974685e-01   3.19677656e-04   4.72869973e-02   3.08899314e-04   3.76359903e-01   1.71463387e-03   2.17836052e-02   5.36806750e-04
  3.90000000e+01   1.49780005e-01   3.22343375e-04   4.47407936e-02   3.05413053e-04   3.64912850e-01   1.67513220e-03   2.00328314e-02   5.21745029e-04
  4.00000000e+01   1.45754302e-01   3.25264557e-04   4.23670962e-02   3.02018443e-04   3.54016603e-01   1.63696298e-03   1.84456229e-02   5.06594564e-04
  4.10000000e+01   1.41891547e-01   3.28766209e-04   4.01525454e-02   2.99155466e-04   3.43651486e-01   1.60157471e-03   1.69919015e-02   4.92422051e-04
  4.20000000e+01   1.38185083e-01   3.32716168e-04   3.80850431e-02   2.96821854e-04   3.33793891e-01   1.56989953e-03   1.56719172e-02   4.79661100e-04
  4.30000000e+01   1.34628777e-01   3.37118666e-04   3.61489914e-02   2.94721738e-04   3.24375773e-01   1.54107371e-03   1.44709690e-02   4.67018115e-04
  4.40000000e+01   1.31223033e-01   3.41958132e-04   3.43398641e-02   2.92869150e-04   3.15406195e-01   1.51567459e-03   1.33641209e-02   4.55497542e-04
  4.50000000e+01   1.27965192e-01   3.47158645e-04   3.26433433e-02   2.91429199e-04   3.06853453e-01   1.49329829e-03   1.23435229e-02   4.45443731e-04
  4.60000000e+01   1.24850841e-01   3.52539785e-04   3.10671222e-02   2.90085246e-04   2.98789022e-01   1.47360417e-03   1.14640658e-02   4.36391789e-04
  4.70000000e+01   1.21879403e-01   3.58396855e-04   2.95973709e-02   2.88880033e-04   2.91148111e-01   1.45735081e-03   1.06826776e-02   4.28107164e-04
  4.80000000e+01   1.19039174e-01   3.64539374e-04   2.82192277e-02   2.87971961e-04   2.83853568e-01   1.44302288e-03   9.94610185e-03   4.19960730e-04
  4.90000000e+01   1.16332284e-01   3.70908352e-04   2.69330597e-02   2.87489703e-04   2.76921281e-01   1.43287064e-03   9.26742394e-03   4.12560204e-04
  5.00000000e+01   1.13747066e-01   3.77617001e-04   2.57376866e-02   2.87160858e-04   2.70338670e-01   1.42376564e-03   8.63876283e-03   4.05014749e-04
  5.10000000e+01   1.11289505e-01   3.84562343e-04   2.46310403e-02   2.87192889e-04   2.64093338e-01   1.41623936e-03   8.05676020e-03   3.97715405e-04
  5.20000000e+01   1.08954732e-01   3.91747489e-04   2.36019090e-02   2.87572901e-04   2.58217568e-01   1.41176743e-03   7.55485169e-03   3.91905680e-04
  5.30000000e+01   1.06735251e-01   3.99154329e-04   2.26420280e-02   2.88195276e-04   2.52625485e-01   1.41037052e-03   7.08603388e-03   3.86964348e-04
  5.40000000e+01   1.04633348e-01   4.06768868e-04   2.17474202e-02   2.89146480e-04   2.47346673e-01   1.41113149e-03   6.65390950e-03   3.82617964e-04
  5.50000000e+01   1.02648002e-01   4.14371035e-04   2.09270436e-02   2.90205284e-04   2.42395827e-01   1.41423031e-03   6.29221179e-03   3.79552720e-04
  5.60000000e+01   1.00778269e-01   4.22060525e-04   2.01701557e-02   2.91703596e-04   2.37741204e-01   1.41887429e-03   5.95577565e-03   3.76368378e-04
  5.70000000e+01   9.90189358e-02   4.29792379e-04   1.94804786e-02   2.93487708e-04   2.33382791e-01   1.42523975e-03   5.65666224e-03   3.73652692e-04
  5.80000000e+01   9.73640647e-02   4.37385412e-04   1.88464437e-02   2.95511136e-04   2.29323083e-01   1.43273599e-03   5.41088296e-03   3.71287108e-04
  5.90000000e+01   9.58171894e-02   4.44845041e-04   1.82652819e-02   2.97214160e-04   2.25527451e-01   1.44031198e-03   5.18587550e-03   3.69738945e-04
  6.00000000e+01   9.43733766e-02   4.52302771e-04   1.77353695e-02   2.99092238e-04   2.22007707e-01   1.44867710e-03   4.98562490e-03   3.68533226e-04
  6.10000000e+01   9.30248837e-02   4.59539618e-04   1.72529567e-02   3.01014909e-04   2.18719549e-01   1.45794379e-03   4.79603465e-03   3.68058274e-04
  6.20000000e+01   9.17735741e-02   4.66755465e-04   1.67959545e-02   3.02874005e-04   2.15649839e-01   1.46839718e-03   4.62101867e-03   3.67232202e-04
  6.30000000e+01   9.06200708e-02   4.73757860e-04   1.63915024e-02   3.04888516e-04   2.12846568e-01   1.48050032e-03   4.48240672e-03   3.68132673e-04
  6.40000000e+01   8.95640184e-02   4.80444880e-04   1.60164567e-02   3.07050672e-04   2.10272930e-01   1.49185014e-03   4.35624466e-03   3.69484369e-04
  6.50000000e+01   8.86052147e-02   4.86954326e-04   1.56942967e-02   3.09753146e-04   2.07969509e-01   1.50305575e-03   4.26129262e-03   3.70871333e-04
  6.60000000e+01   8.77388142e-02   4.93032382e-04   1.54015771e-02   3.12548357e-04   2.05889954e-01   1.51440066e-03   4.18554778e-03   3.72605426e-04
  6.70000000e+01   8.69643613e-02   4.98777284e-04   1.51433970e-02   3.15638834e-04   2.04016992e-01   1.52594587e-03   4.12485416e-03   3.74374176e-04
  6.80000000e+01   8.62829797e-02   5.04168615e-04   1.49184879e-02   3.19119660e-04   2.02378055e-01   1.53765135e-03   4.08275678e-03   3.77560553e-04
  6.90000000e+01   8.56937477e-02   5.09056289e-04   1.47281751e-02   3.22419526e-04   2.00961884e-01   1.55010179e-03   4.04559720e-03   3.81440449e-04
  7.00000000e+01   8.51917677e-02   5.13323245e-04   1.45667599e-02   3.25397759e-04   1.99744119e-01   1.56163769e-03   4.01893754e-03   3.85593399e-04
  7.10000000e+01   8.47855640e-02   5.16909592e-04   1.44393112e-02   3.28311555e-04   1.98750341e-01   1.57195439e-03   4.00463920e-03   3.89424734e-04
  7.20000000e+01   8.44658998e-02   5.19778472e-04   1.43450439e-02   3.31084188e-04   1.97989786e-01   1.58118507e-03   3.99322326e-03   3.93593080e-04
  7.30000000e+01   8.42356309e-02   5.21838732e-04   1.42716150e-02   3.33334482e-04   1.97444902e-01   1.58764811e-03   3.99095161e-03   3.96876223e-04
  7.40000000e+01   8.40964518e-02   5.23017878e-04   1.42310248e-02   3.34937823e-04   1.97118544e-01   1.59221888e-03   4.00142873e-03   3.99104609e-04
  7.50000000e+01   8.40483889e-02   5.23421044e-04   1.42123656e-02   3.35494812e-04   1.96992363e-01   1.59383468e-03   3.99507989e-03   4.00295133e-04
