# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   4.89892148e-01   4.86956095e-04   4.79950529e-01   1.06433004e-03   1.83436579e+00   6.50837478e-03   7.04543216e-01   3.10727116e-03
  2.00000000e+00   4.74052635e-01   4.85378319e-04   4.49413771e-01   1.03192185e-03   1.73162183e+00   6.27936640e-03   6.38333555e-01   2.95423448e-03
  3.00000000e+00   4.58735678e-01   4.82900749e-04   4.20828650e-01   9.98990781e-04   1.63625144e+00   6.05447877e-03   5.78315560e-01   2.80502986e-03
  4.00000000e+00   4.43926225e-01   4.79490940e-04   3.94089128e-01   9.65416827e-04   1.54773943e+00   5.83067083e-03   5.23972315e-01   2.65686463e-03
  5.00000000e+00   4.29609519e-01   4.75220210e-04   3.69078103e-01   9.31273587e-04   1.46553039e+00   5.60899059e-03   4.74788229e-01   2.51169371e-03
  6.00000000e+00   4.15774342e-01   4.70101334e-04   3.45682591e-01   8.96756366e-04   1.38906168e+00   5.39038511e-03   4.30244905e-01   2.37030798e-03
  7.00000000e+00   4.02404659e-01   4.64321506e-04   3.23794192e-01   8.62141769e-04   1.31778884e+00   5.17587122e-03   3.89839695e-01   2.23354862e-03
  8.00000000e+00   3.89483163e-01   4.57958492e-04   3.03324451e-01   8.27830269e-04   1.25142183e+00   4.96799266e-03   3.53295601e-01   2.10334013e-03
  9.00000000e+00   3.76996405e-01   4.51058590e-04   2.84173433e-01   7.93963737e-04   1.18948575e+00   4.76603367e-03   3.20183103e-01   1.97926139e-03
  1.00000000e+01   3.64928795e-01   4.43811293e-04   2.66269718e-01   7.61094014e-04   1.13170344e+00   4.57305610e-03   2.90233251e-01   1.86343941e-03
  1.10000000e+01   3.53269422e-01   4.36232615e-04   2.49530133e-01   7.29321614e-04   1.07773724e+00   4.38797663e-03   2.63152205e-01   1.75476163e-03
  1.20000000e+01   3.42007613e-01   4.28339622e-04   2.33867653e-01   6.98655511e-04   1.02719525e+00   4.21159236e-03   2.38597433e-01   1.65433891e-03
  1.30000000e+01   3.31128381e-01   4.20335053e-04   2.19213797e-01   6.69324267e-04   9.79857244e-01   4.04502301e-03   2.16371107e-01   1.56243872e-03
  1.40000000e+01   3.20619136e-01   4.12268578e-04   2.05513051e-01   6.41303195e-04   9.35515568e-01   3.88624833e-03   1.96279402e-01   1.47659136e-03
  1.50000000e+01   3.10466164e-01   4.04033946e-04   1.92700075e-01   6.14446119e-04   8.93940093e-01   3.73263947e-03   1.78121066e-01   1.39413782e-03
  1.60000000e+01   3.00660373e-01   3.95984278e-04   1.80717441e-01   5.88829098e-04   8.54893951e-01   3.58596896e-03   1.61687833e-01   1.31750300e-03
  1.70000000e+01   2.91191475e-01   3.88121857e-04   1.69513167e-01   5.64649094e-04   8.18209486e-01   3.44706059e-03   1.46826222e-01   1.24743496e-03
  1.80000000e+01   2.82047144e-01   3.80484260e-04   1.59028491e-01   5.41397555e-04   7.83668048e-01   3.31250616e-03   1.33373068e-01   1.18203145e-03
  1.90000000e+01   2.73214021e-01   3.73051700e-04   1.49216983e-01   5.19120585e-04   7.51091334e-01   3.18234099e-03   1.21175358e-01   1.12086072e-03
  2.00000000e+01   2.64687757e-01   3.65867664e-04   1.40043380e-01   4.98044151e-04   7.20378243e-01   3.05805688e-03   1.10126910e-01   1.06501641e-03
