# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  5.80000000e+01   4.80452964e-01   6.39165557e-03   9.39664550e-01   2.80152582e-02   5.00699073e-01   8.86413613e-03   1.27421421e+00   1.70907379e-01
  5.90000000e+01   4.55492816e-01   6.36891742e-03   8.83235393e-01   2.83219088e-02   4.71893636e-01   8.77981207e-03   1.18140388e+00   1.75304094e-01
  6.00000000e+01   4.31759487e-01   6.30983873e-03   8.27322137e-01   2.82827475e-02   4.47653596e-01   8.74693528e-03   1.16308542e+00   1.83407813e-01
  6.10000000e+01   4.06278981e-01   6.25527327e-03   8.05364684e-01   2.86550218e-02   4.24030019e-01   8.73876486e-03   1.11523549e+00   1.87383558e-01
  6.20000000e+01   3.79460170e-01   6.13369108e-03   7.31250237e-01   2.87513760e-02   3.92532365e-01   8.81439352e-03   9.13658502e-01   1.93534391e-01
  6.30000000e+01   3.51661879e-01   5.97445740e-03   6.94389751e-01   2.94188087e-02   3.64956472e-01   8.63779927e-03   8.56499504e-01   1.96497391e-01
  6.40000000e+01   3.22888407e-01   5.77571451e-03   6.09581155e-01   3.00594035e-02   3.30446237e-01   8.40475856e-03   6.61140782e-01   1.89821283e-01
  6.50000000e+01   2.94789974e-01   5.50811860e-03   5.64824292e-01   3.01288443e-02   3.01489693e-01   8.33295645e-03   5.38054314e-01   1.93395858e-01
  6.60000000e+01   2.65979624e-01   5.23813537e-03   5.07160027e-01   2.94054913e-02   2.74156239e-01   8.11869547e-03   4.38212591e-01   1.94782346e-01
  6.70000000e+01   2.35981140e-01   4.90434632e-03   4.48900828e-01   2.89148953e-02   2.41973320e-01   7.76573781e-03   3.07751679e-01   1.94264357e-01
  6.80000000e+01   2.05574700e-01   4.49901222e-03   3.85167684e-01   2.73654907e-02   2.10667446e-01   7.44823556e-03   2.74303222e-01   1.94192546e-01
  6.90000000e+01   1.76251848e-01   4.05664589e-03   3.30603834e-01   2.60347163e-02   1.82343550e-01   6.89079228e-03   1.98353155e-01   1.80881155e-01
  7.00000000e+01   1.43385442e-01   3.50256275e-03   2.63633834e-01   2.47060968e-02   1.49630154e-01   6.41053244e-03   1.06926519e-01   1.72752142e-01
  7.10000000e+01   1.13321754e-01   2.90896874e-03   1.96497882e-01   2.21543174e-02   1.15020784e-01   5.74398122e-03   8.56465437e-02   1.66262306e-01
  7.20000000e+01   8.18969868e-02   2.30293621e-03   1.53957505e-01   1.94241566e-02   8.26762679e-02   5.03096088e-03   1.70739485e-02   1.50735201e-01
  7.30000000e+01   4.96087518e-02   1.58995337e-03   8.54452931e-02   1.54301186e-02   4.96283553e-02   3.90296560e-03  -7.86524448e-02   1.19632547e-01
  7.40000000e+01   1.71505348e-02   7.79347832e-04   3.93607884e-02   8.70250957e-03   1.92099765e-02   2.30699498e-03   4.76385476e-02   7.66541434e-02
