# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.75446632e-01   8.79392083e-04   1.94824533e+00   2.84536559e-03   1.53996070e+00   2.77699648e-03   2.91608764e+00   9.58057953e-03
  2.00000000e+00   9.68005911e-01   1.01530575e-03   1.93189167e+00   3.47980112e-03   1.40621031e+00   2.96703769e-03   2.88082499e+00   1.20622757e-02
  3.00000000e+00   9.56585236e-01   1.16748759e-03   1.90698586e+00   4.34353790e-03   1.29295355e+00   3.22966335e-03   2.84924335e+00   1.56411109e-02
  4.00000000e+00   9.40039759e-01   1.39776340e-03   1.87955415e+00   5.54752673e-03   1.19848638e+00   3.59054719e-03   2.81878023e+00   2.15359718e-02
  5.00000000e+00   9.18213459e-01   1.65987780e-03   1.83725152e+00   7.09195503e-03   1.10976656e+00   3.80208952e-03   2.73365551e+00   2.90613283e-02
  6.00000000e+00   8.87551075e-01   2.03947661e-03   1.77596667e+00   8.95350407e-03   1.02616527e+00   4.22114470e-03   2.62578745e+00   4.00983571e-02
  7.00000000e+00   8.47720006e-01   2.41737374e-03   1.69935083e+00   1.14735708e-02   9.50284974e-01   4.73274577e-03   2.51380027e+00   5.47535068e-02
  8.00000000e+00   7.94010158e-01   2.80937285e-03   1.60314936e+00   1.40150643e-02   8.70086046e-01   5.16802151e-03   2.34963664e+00   7.32023205e-02
  9.00000000e+00   7.23356503e-01   3.22748672e-03   1.45133948e+00   1.77777504e-02   7.79698760e-01   5.73863448e-03   2.14654232e+00   9.94639097e-02
  1.00000000e+01   6.31150409e-01   3.46054729e-03   1.25036247e+00   2.16806613e-02   6.70692001e-01   6.24181407e-03   1.70855807e+00   1.18944537e-01
  1.10000000e+01   5.22034118e-01   3.54883137e-03   1.03856473e+00   2.51735499e-02   5.48244261e-01   6.82600496e-03   1.45680880e+00   1.49054542e-01
  1.20000000e+01   3.94166297e-01   3.37203043e-03   7.60657934e-01   2.78677808e-02   4.09419588e-01   7.16461583e-03   1.14843191e+00   1.86293418e-01
  1.30000000e+01   2.42688218e-01   2.82606152e-03   4.36148324e-01   2.63578392e-02   2.51446188e-01   6.65898921e-03   8.63773018e-01   2.10872964e-01
  1.40000000e+01   8.04933126e-02   1.62059135e-03   1.42109207e-01   1.81814740e-02   8.33062621e-02   4.62031157e-03   2.50417185e-01   1.61691372e-01
