# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   4.29048607e-01   3.65824864e-04   3.68913200e-01   7.50065900e-04   1.46544381e+00   4.63519180e-03   4.76854645e-01   2.27251918e-03
  2.00000000e+00   3.64671073e-01   3.55692369e-04   2.66627841e-01   6.42241610e-04   1.13371292e+00   3.88979052e-03   2.93300335e-01   1.76795196e-03
  3.00000000e+00   3.10337824e-01   3.41938042e-04   1.93228203e-01   5.45762823e-04   8.96846673e-01   3.26263140e-03   1.81464425e-01   1.35897603e-03
  4.00000000e+00   2.64602999e-01   3.27352875e-04   1.40617145e-01   4.64579406e-04   7.22988023e-01   2.74817306e-03   1.12864248e-01   1.04423009e-03
  5.00000000e+00   2.26231156e-01   3.13555803e-04   1.02799644e-01   3.98456993e-04   5.92081874e-01   2.33795462e-03   7.05547548e-02   8.15867247e-04
  6.00000000e+00   1.94128773e-01   3.01306193e-04   7.56844943e-02   3.51638814e-04   4.92100928e-01   2.03384093e-03   4.47360590e-02   6.63120699e-04
  7.00000000e+00   1.67435221e-01   2.94354695e-04   5.62934884e-02   3.15153448e-04   4.14741855e-01   1.79373874e-03   2.88799824e-02   5.57296671e-04
  8.00000000e+00   1.45374020e-01   2.90446974e-04   4.24087088e-02   2.88427574e-04   3.53992406e-01   1.61323712e-03   1.89951206e-02   4.79649392e-04
  9.00000000e+00   1.27354539e-01   2.91066678e-04   3.24649872e-02   2.70775061e-04   3.06206932e-01   1.48008125e-03   1.28401409e-02   4.25539028e-04
  1.00000000e+01   1.12890173e-01   2.97622525e-04   2.54896451e-02   2.61377245e-04   2.68892408e-01   1.38663057e-03   8.97838145e-03   3.88867541e-04
  1.10000000e+01   1.01618306e-01   3.07058500e-04   2.06947197e-02   2.58984451e-04   2.40454127e-01   1.32419995e-03   6.75349707e-03   3.59546897e-04
  1.20000000e+01   9.31506440e-02   3.17986701e-04   1.74054695e-02   2.61972022e-04   2.19456776e-01   1.28719591e-03   5.29763101e-03   3.45796750e-04
  1.30000000e+01   8.72278472e-02   3.30280812e-04   1.53330131e-02   2.73201454e-04   2.04981288e-01   1.29471966e-03   4.37477771e-03   3.58034404e-04
  1.40000000e+01   8.37700541e-02   3.41026607e-04   1.42579818e-02   2.86665185e-04   1.96568506e-01   1.31174375e-03   3.78821646e-03   3.79965547e-04
  1.50000000e+01   8.26537373e-02   3.45791946e-04   1.39242515e-02   2.93222640e-04   1.93858134e-01   1.32808128e-03   3.63336883e-03   4.01894238e-04
