# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.50000000e+01   9.96934646e-01   2.93412675e-03   1.97991607e+00   1.60778868e-02   1.05825470e+00   4.75068120e-03   3.05286145e+00   1.04077262e-01
  1.60000000e+01   9.96779776e-01   3.27576214e-03   1.98320627e+00   1.98199989e-02   1.04702320e+00   5.22630428e-03   3.04012789e+00   1.41091746e-01
  1.70000000e+01   9.97686487e-01   3.63653947e-03   1.99715734e+00   2.35086535e-02   1.03918905e+00   5.71979179e-03   3.08151222e+00   1.79720900e-01
  1.80000000e+01   9.95693050e-01   4.01190541e-03   1.98984495e+00   2.81845652e-02   1.02855318e+00   6.36812384e-03   3.01471528e+00   2.47007500e-01
  1.90000000e+01   9.94179223e-01   4.42998550e-03   2.01496145e+00   3.40055021e-02   1.02166927e+00   6.93820197e-03   2.87940798e+00   3.14682479e-01
  2.00000000e+01   9.92236568e-01   4.84132987e-03   1.99321899e+00   4.11611231e-02   1.01199210e+00   7.50610598e-03   2.91207557e+00   4.18352380e-01
  2.10000000e+01   9.92601265e-01   5.37798845e-03   2.00999732e+00   5.01745427e-02   1.01511248e+00   8.48345234e-03   3.18517442e+00   5.95519517e-01
  2.20000000e+01   9.88360628e-01   5.99517591e-03   2.00531424e+00   6.04522646e-02   1.00865477e+00   9.10211298e-03   3.09220275e+00   7.66268237e-01
  2.30000000e+01   9.85100301e-01   6.63748297e-03   1.99751105e+00   7.42766332e-02   1.00607529e+00   9.99303665e-03   3.76614249e+00   1.19229986e+00
  2.40000000e+01   9.82326398e-01   7.33331199e-03   1.96966333e+00   9.18367610e-02   1.00384731e+00   1.08060444e-02   4.06054527e+00   1.84151350e+00
  2.50000000e+01   9.81240439e-01   8.18782263e-03   1.88486026e+00   1.07863391e-01   1.00183551e+00   1.18153583e-02   6.40551360e+00   4.41067683e+00
  2.60000000e+01   9.80836799e-01   9.09415564e-03   1.79346180e+00   1.29200266e-01   9.95623726e-01   1.33956542e-02   6.60911862e+00   8.71948137e+00
  2.70000000e+01   9.76070400e-01   9.95031579e-03   1.77300610e+00   1.56563913e-01   9.86853267e-01   1.49028461e-02   1.38629259e+01   5.25829128e+01
  2.80000000e+01   9.69816059e-01   1.11683144e-02   1.79294013e+00   1.85005073e-01   9.70951608e-01   1.63234368e-02  -1.72751328e+01   0.00000000e+00
  2.90000000e+01   9.60683099e-01   1.23875092e-02   1.79178645e+00   2.15927808e-01   9.68654611e-01   1.74332732e-02  -9.89415307e+00   2.51695284e+01
  3.00000000e+01   9.48119261e-01   1.38477556e-02   1.58603489e+00   2.41813846e-01   9.42866175e-01   1.97972362e-02  -5.27243230e+00   6.51026951e+00
  3.10000000e+01   9.35744896e-01   1.54198367e-02   1.73711457e+00   3.09396150e-01   9.26804087e-01   2.21270634e-02  -1.07182208e+00   2.46031682e+00
  3.20000000e+01   9.23050807e-01   1.74034606e-02   1.65700505e+00   3.53592836e-01   9.36007232e-01   2.47787285e-02  -1.34143976e+00   2.28237087e+00
  3.30000000e+01   9.09348634e-01   1.93120722e-02   1.61826503e+00   3.94217057e-01   9.29200054e-01   2.76614849e-02  -2.06631019e+00   2.11774135e+00
  3.40000000e+01   9.05201289e-01   2.16347057e-02   1.54460155e+00   4.58483547e-01   8.91654429e-01   2.94845306e-02   1.22473258e+00   1.80284104e+00
  3.50000000e+01   8.78312049e-01   2.40232061e-02   1.09807530e+00   4.67190756e-01   8.49740456e-01   3.19502474e-02   3.00751054e+00   3.00529818e+00
  3.60000000e+01   8.70301230e-01   2.66127345e-02   8.65198387e-01   4.85433773e-01   8.60925033e-01   3.62126928e-02  -2.60615598e-01   2.34343206e+00
  3.70000000e+01   8.32076064e-01   2.88365852e-02   1.04360953e+00   5.61689293e-01   8.08090352e-01   3.83069825e-02   1.21502972e+00   2.66702144e+00
  3.80000000e+01   8.00540594e-01   3.17646417e-02   1.20503605e+00   6.66523671e-01   7.81111258e-01   4.25330219e-02   1.45010167e+00   3.21455364e+00
  3.90000000e+01   7.53960640e-01   3.45661203e-02   1.19638499e+00   7.75448663e-01   6.91721980e-01   4.42759567e-02   2.06770675e-01   3.05755083e+00
  4.00000000e+01   6.97015587e-01   3.69306844e-02   1.95808838e+00   1.14303923e+00   7.01005218e-01   5.00811453e-02  -2.65266485e+00   3.77585268e+00
  4.10000000e+01   6.63294617e-01   3.89663257e-02   2.18464243e+00   1.58120412e+00   6.48032661e-01   5.30902552e-02  -1.68468719e+00   2.52720039e+00
  4.20000000e+01   5.95569932e-01   3.95671530e-02   2.81896664e+00   2.49804147e+00   5.76980434e-01   5.32532578e-02  -1.55332814e+00   2.11729192e+00
  4.30000000e+01   5.43484593e-01   4.02104535e-02   4.33960567e+00   5.17850586e+00   4.90956398e-01   5.34392437e-02  -1.81800528e+00   1.76369496e+00
  4.40000000e+01   4.83147700e-01   3.95273376e-02   8.94210877e+00   2.04831280e+01   4.23161320e-01   5.39698783e-02  -1.00758592e+00   1.40932412e+00
  4.50000000e+01   3.91052821e-01   3.70613451e-02   3.05847142e+01   2.07947906e+02   3.27023296e-01   5.34791889e-02   2.27203921e-01   1.39773320e+00
  4.60000000e+01   3.21300280e-01   3.36567163e-02  -2.21053128e+01   2.34310619e+02   2.14066064e-01   5.17334367e-02   2.36788841e+00   2.41930712e+00
  4.70000000e+01   2.35535847e-01   2.75837391e-02  -6.14725001e+00   3.10256838e+01   1.51345382e-01   4.79464446e-02   3.12584877e+00   3.86998744e+00
  4.80000000e+01   1.37482771e-01   2.01232819e-02  -4.02331824e+00   1.22450046e+01   1.04168897e-01   4.14053191e-02   5.64891649e+00   9.59575798e+00
  4.90000000e+01   5.85370912e-02   1.08982770e-02  -5.07378612e-01   2.06020433e+00   4.33649544e-02   2.81583339e-02   1.75231529e+00   5.43914722e+00
