# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   3.29514677e-01   4.07038429e-04   2.17562992e-01   7.31282049e-04   9.29589448e-01   4.31533966e-03   2.15889996e-01   1.96097874e-03
  2.00000000e+00   2.21406769e-01   3.86598541e-04   9.83993824e-02   5.38292175e-04   5.46151875e-01   2.90191697e-03   6.61093823e-02   1.20610655e-03
  3.00000000e+00   1.48627230e-01   3.82106100e-04   4.44054723e-02   4.12089310e-04   3.42595030e-01   2.05154099e-03   2.02590121e-02   8.12967864e-04
  4.00000000e+00   9.99490948e-02   3.84422501e-04   2.02389608e-02   3.26436364e-04   2.24016806e-01   1.52190111e-03   6.78904753e-03   4.59491471e-04
  5.00000000e+00   6.73278900e-02   3.81725282e-04   9.22401580e-03   3.01808511e-04   1.49156414e-01   1.28244396e-03   2.81971231e-03   4.03705933e-04
  6.00000000e+00   4.53766850e-02   4.00893547e-04   3.93647482e-03   2.85887891e-04   9.94942773e-02   1.26214332e-03   4.29594813e-04   3.60684539e-04
  7.00000000e+00   3.05612611e-02   3.94405126e-04   1.80166782e-03   2.69706709e-04   6.73096387e-02   1.18801296e-03   3.30845242e-04   3.48339115e-04
  8.00000000e+00   2.07862415e-02   3.95494914e-04   9.02780936e-04   2.55925953e-04   4.55539565e-02   1.13985755e-03   3.85816315e-04   3.49384626e-04
  9.00000000e+00   1.40269167e-02   3.83963228e-04   4.89642769e-04   2.98467198e-04   3.03893795e-02   1.13418533e-03  -5.32071550e-05   3.67231550e-04
  1.00000000e+01   9.27485961e-03   3.77278891e-04   1.16470861e-04   3.03945587e-04   2.00596607e-02   1.10976098e-03  -9.74615741e-05   3.71397312e-04
  1.10000000e+01   6.00145885e-03   3.56794813e-04  -1.93998097e-04   2.77917410e-04   1.23269670e-02   1.07951107e-03  -3.83207433e-04   3.88941117e-04
  1.20000000e+01   3.84792714e-03   3.54553783e-04  -3.25378144e-04   2.46496174e-04   8.37940544e-03   1.08281230e-03  -9.45419304e-05   3.75865537e-04
  1.30000000e+01   2.30352773e-03   3.60504002e-04  -3.76542697e-04   2.79279349e-04   5.57454259e-03   1.14542152e-03  -3.66480569e-04   3.23882671e-04
  1.40000000e+01   1.53937894e-03   3.39351664e-04  -4.42813714e-04   2.85810496e-04   2.91882651e-03   1.13484771e-03  -1.06323942e-03   3.25350900e-04
  1.50000000e+01   1.09483341e-03   3.27005620e-04  -4.00465945e-04   2.92550714e-04   3.22146280e-03   1.09570768e-03  -3.13538781e-04   3.50887366e-04
  1.60000000e+01   8.99956920e-04   3.50040966e-04  -2.76087595e-05   2.81140102e-04   1.88560638e-03   1.10030213e-03  -2.74428689e-04   3.79341155e-04
  1.70000000e+01   9.19596453e-04   3.63149177e-04   2.54314018e-04   2.78503075e-04   2.22008570e-03   1.05097494e-03   1.99144358e-05   3.48424358e-04
  1.80000000e+01   8.68128974e-04   3.44417820e-04   2.02373200e-04   2.65013786e-04   2.46882292e-03   1.09722539e-03  -8.55748418e-05   3.87071284e-04
  1.90000000e+01   6.61684809e-04   3.41876127e-04  -1.84242104e-04   2.60504256e-04   8.17862794e-04   1.13525883e-03  -6.21380477e-04   3.98701176e-04
  2.00000000e+01   5.67527377e-04   3.55715427e-04   2.01882087e-04   3.09140981e-04   5.42868824e-04   1.24099678e-03  -4.61629392e-04   3.96200674e-04
  2.10000000e+01   4.19798139e-04   3.70022633e-04   4.28553811e-04   3.09375212e-04   4.64316204e-05   1.23235479e-03  -3.35986832e-05   3.69696275e-04
  2.20000000e+01   2.47240305e-04   4.08961190e-04   5.21838967e-04   2.77516651e-04  -6.02737053e-04   1.30212095e-03  -1.46416840e-05   3.57280722e-04
  2.30000000e+01   4.39708721e-07   4.54034661e-04   1.72747253e-04   2.76329268e-04  -1.21445261e-03   1.34024013e-03  -4.00180104e-04   3.49780539e-04
  2.40000000e+01  -1.99525661e-04   5.01698491e-04   1.16734835e-04   3.04146376e-04  -1.02324993e-03   1.52320253e-03   2.85640664e-05   3.51701318e-04
  2.50000000e+01  -6.32038907e-05   5.22324167e-04   2.82200796e-04   3.59356461e-04  -8.37636943e-04   1.57769908e-03  -1.31534230e-04   5.34118586e-04
