# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.94048279e-01   1.79958175e-03   1.98363499e+00   7.51638905e-03   1.32961494e+00   5.08020043e-03   2.95864914e+00   3.08772246e-02
  2.00000000e+00   9.96400637e-01   3.03075262e-03   1.98918029e+00   1.38586870e-02   1.16587014e+00   5.67006696e-03   2.95679446e+00   6.86033671e-02
  3.00000000e+00   9.91950989e-01   4.39323109e-03   1.96438534e+00   2.52931766e-02   1.06207014e+00   7.74230678e-03   2.73326217e+00   1.30427189e-01
  4.00000000e+00   9.87716331e-01   6.33751053e-03   1.96450829e+00   5.62642209e-02   1.01681428e+00   9.62790184e-03   2.19690285e+00   2.76690941e-01
  5.00000000e+00   9.86440956e-01   1.01776126e-02   2.12886835e+00   1.28117194e-01   1.01223962e+00   1.69624287e-02   4.71322629e+00   1.97417998e+00
  6.00000000e+00   9.88164165e-01   1.46203302e-02   1.95416066e+00   2.67550852e-01   9.76993710e-01   2.32542408e-02   6.58212258e-01   2.59305073e+00
  7.00000000e+00   9.63607420e-01   2.17716638e-02   1.72825077e+00   5.08321086e-01   9.76019101e-01   3.11436289e-02  -3.88391657e-01   2.27102373e+00
  8.00000000e+00   9.83288136e-01   3.01880384e-02   1.53348867e+00   1.13274884e+00   1.01202093e+00   5.38336699e-02   8.15550603e+00   4.80421786e+00
  9.00000000e+00   1.03418863e+00   4.51898692e-02   3.68533921e+00   5.91054396e+00   1.03847799e+00   7.56672109e-02  -1.91103065e+00   1.98733675e+01
  1.00000000e+01   1.08828721e+00   6.44896409e-02              nan   0.00000000e+00   1.21736506e+00   1.27294784e-01  -3.63187425e+00   9.92813285e+00
  1.10000000e+01   1.11123583e+00   1.06888448e-01  -1.31369271e+00   2.73656178e+00   9.65151078e-01   1.66731238e-01   3.80566388e+00   1.40292430e+01
  1.20000000e+01   1.28294554e+00   1.92314617e-01  -3.65627977e-01   1.31290118e+00   1.01925671e+00   2.79366083e-01  -3.69760480e+00   1.42801220e+01
  1.30000000e+01   1.00797861e+00   2.41487582e-01  -4.07105477e-01   1.28754677e+00   1.61903432e+00   6.15387319e-01  -2.67195400e+00   1.90249698e+00
  1.40000000e+01   8.52480819e-01   3.79964040e-01   2.52964221e-01   1.26276826e+00  -2.47121162e-01   5.73173932e-01   3.06828657e+00   2.54548722e+00
  1.50000000e+01   4.90837307e-01   4.17211305e-01   6.69484712e+00   1.96571326e+01   1.34183909e+00   8.42153330e-01   3.42451256e-01   3.04903619e+00
  1.60000000e+01  -5.39110765e-02   3.40826953e-01  -8.06710000e+00   1.18303586e+01  -4.09694934e-01   7.87371222e-01   7.37689309e+00   1.60424995e+01
  1.70000000e+01   1.44009807e-01   3.36476661e-01   5.78606364e-01   2.23720979e+00  -2.65832246e-01   6.61357364e-01  -3.97342061e+00   2.04442269e+01
  1.80000000e+01   6.80349269e-01   5.53851184e-01              nan   0.00000000e+00   2.78659343e+00   2.81652655e+00  -5.20302529e+00   1.28343758e+01
  1.90000000e+01   3.85486714e-01   6.36934625e-01              nan   0.00000000e+00   1.08519917e+00   4.61283437e+00   7.47271736e-01   1.80462436e+00
  2.00000000e+01   7.59100432e-01   1.06031908e+00  -1.90883571e+00   2.85856693e+00   5.50435950e+00   2.53368678e+01   6.29765906e+00   1.80588693e+01
  2.10000000e+01   1.35108857e+00   2.37908113e+00  -4.95686976e-01   1.04481066e+00  -6.11730452e+00   1.05019514e+01   4.35277411e-01   2.71755786e+01
  2.20000000e+01   6.26678827e+00   2.01196274e+01   2.79589295e+00   3.35175429e+00  -1.79988358e+00   3.41666655e+00  -7.12716355e+00   1.86833966e+01
  2.30000000e+01  -5.47652623e+00   1.65295286e+01   1.05757798e+00   5.85223720e+00   4.42836382e-01   1.79798761e+00   8.14486674e+00   8.81963778e+00
  2.40000000e+01   3.02166069e+00   1.30851255e+01  -2.29783377e+00   5.42890633e+00   5.22226912e-01   2.06959983e+00  -6.10382225e+00   7.76044264e+00
