# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.79224401e-01   8.32315469e-04   1.95639158e+00   2.68497814e-03   1.57696840e+00   2.70395148e-03   2.92578659e+00   8.89622987e-03
  2.00000000e+00   9.72612241e-01   9.42043394e-04   1.94230029e+00   3.18223052e-03   1.46078549e+00   2.91390064e-03   2.90254992e+00   1.12179418e-02
  3.00000000e+00   9.64310516e-01   1.07518939e-03   1.92786480e+00   3.83974778e-03   1.36090739e+00   3.16560716e-03   2.88955642e+00   1.45595113e-02
  4.00000000e+00   9.52289542e-01   1.24863750e-03   1.90346596e+00   4.64624570e-03   1.26679892e+00   3.29695078e-03   2.84995308e+00   1.85328697e-02
  5.00000000e+00   9.37392209e-01   1.49034826e-03   1.87471725e+00   5.74531300e-03   1.18098052e+00   3.59231018e-03   2.77377497e+00   2.37680562e-02
  6.00000000e+00   9.19004289e-01   1.76144985e-03   1.83860777e+00   7.16081023e-03   1.11057140e+00   3.93665132e-03   2.71713119e+00   3.06155382e-02
  7.00000000e+00   8.93713659e-01   2.02180136e-03   1.78789286e+00   8.65271298e-03   1.04264734e+00   4.29201846e-03   2.64490150e+00   3.99013403e-02
  8.00000000e+00   8.61401927e-01   2.34326796e-03   1.72705688e+00   1.06547074e-02   9.79422522e-01   4.65216395e-03   2.58305948e+00   4.93734113e-02
  9.00000000e+00   8.22220659e-01   2.60141651e-03   1.64932085e+00   1.28729559e-02   9.08309904e-01   4.96185032e-03   2.41097459e+00   6.33744029e-02
  1.00000000e+01   7.73905120e-01   2.96465617e-03   1.54972873e+00   1.54821198e-02   8.38372018e-01   5.65459722e-03   2.25514356e+00   8.52972682e-02
  1.10000000e+01   7.12978470e-01   3.27754104e-03   1.42312403e+00   1.81249801e-02   7.62708748e-01   5.86839179e-03   2.04366107e+00   1.01747844e-01
  1.20000000e+01   6.37149565e-01   3.46559791e-03   1.29415900e+00   2.15007254e-02   6.76026483e-01   6.37956606e-03   1.91137849e+00   1.24480068e-01
  1.30000000e+01   5.50870047e-01   3.65449106e-03   1.12368463e+00   2.51150885e-02   5.76405317e-01   7.08478344e-03   1.57023280e+00   1.51723815e-01
  1.40000000e+01   4.48467288e-01   3.52419041e-03   9.29816722e-01   2.68666802e-02   4.67288548e-01   6.78761895e-03   1.33706903e+00   1.79390166e-01
  1.50000000e+01   3.32719131e-01   3.21319124e-03   6.88038075e-01   2.79162023e-02   3.42316047e-01   6.62148544e-03   8.69063717e-01   1.98996255e-01
  1.60000000e+01   2.06138688e-01   2.58952943e-03   4.24662042e-01   2.41352079e-02   2.11378951e-01   6.14649212e-03   4.62568393e-01   1.90621164e-01
  1.70000000e+01   6.97336363e-02   1.47864092e-03   1.54019997e-01   1.70511034e-02   6.48659005e-02   4.10719961e-03  -9.21939052e-02   1.28493947e-01
