# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  2.60000000e+01   1.49061568e-01   3.08767050e-04   4.40826125e-02   2.96820913e-04   3.63185353e-01   1.66655041e-03   1.97267933e-02   4.62566122e-04
  2.70000000e+01   1.43007787e-01   3.09217137e-04   4.05390457e-02   2.90404879e-04   3.46794912e-01   1.61087226e-03   1.73812790e-02   4.44029106e-04
  2.80000000e+01   1.37316156e-01   3.10241296e-04   3.73423460e-02   2.85396788e-04   3.31583179e-01   1.56311302e-03   1.53432612e-02   4.29476265e-04
  2.90000000e+01   1.31979583e-01   3.12296379e-04   3.44831262e-02   2.81061178e-04   3.17501475e-01   1.52042710e-03   1.36076819e-02   4.17543773e-04
  3.00000000e+01   1.26982098e-01   3.15019684e-04   3.19062877e-02   2.77565429e-04   3.04504332e-01   1.48381414e-03   1.21434338e-02   4.08155211e-04
  3.10000000e+01   1.22294758e-01   3.18547148e-04   2.95975371e-02   2.75059002e-04   2.92446454e-01   1.45094274e-03   1.08636595e-02   3.99658788e-04
  3.20000000e+01   1.17916565e-01   3.23071417e-04   2.75320813e-02   2.73734723e-04   2.81293470e-01   1.42556738e-03   9.75626788e-03   3.92939700e-04
  3.30000000e+01   1.13836508e-01   3.28166028e-04   2.56707222e-02   2.72957316e-04   2.70946331e-01   1.40415548e-03   8.78808398e-03   3.87336106e-04
  3.40000000e+01   1.10045331e-01   3.33864949e-04   2.40087931e-02   2.72667645e-04   2.61455751e-01   1.38591365e-03   7.98872742e-03   3.82014583e-04
  3.50000000e+01   1.06528546e-01   3.40085818e-04   2.25068439e-02   2.72934864e-04   2.52642889e-01   1.36965918e-03   7.28113788e-03   3.76476587e-04
  3.60000000e+01   1.03280766e-01   3.46909657e-04   2.11651669e-02   2.73605097e-04   2.44574543e-01   1.36119942e-03   6.69032958e-03   3.73527532e-04
  3.70000000e+01   1.00294761e-01   3.54110604e-04   1.99720071e-02   2.74717910e-04   2.37227341e-01   1.35645475e-03   6.21383805e-03   3.72035675e-04
  3.80000000e+01   9.75591119e-02   3.61734953e-04   1.88943432e-02   2.76065692e-04   2.30456453e-01   1.35332345e-03   5.75766320e-03   3.71519633e-04
  3.90000000e+01   9.50657215e-02   3.69530019e-04   1.79474696e-02   2.78759087e-04   2.24303444e-01   1.35648523e-03   5.34894137e-03   3.71990674e-04
  4.00000000e+01   9.28168967e-02   3.77581436e-04   1.71182047e-02   2.81772096e-04   2.18765497e-01   1.36382993e-03   5.00144718e-03   3.73461585e-04
  4.10000000e+01   9.08049397e-02   3.85538194e-04   1.63878926e-02   2.85522194e-04   2.13833575e-01   1.37107252e-03   4.70563961e-03   3.75018919e-04
  4.20000000e+01   8.90153432e-02   3.93112411e-04   1.57624899e-02   2.89548868e-04   2.09453184e-01   1.38001431e-03   4.43752643e-03   3.77762928e-04
  4.30000000e+01   8.74479079e-02   4.00483335e-04   1.52253736e-02   2.93961868e-04   2.05590846e-01   1.39370370e-03   4.20279624e-03   3.83670418e-04
  4.40000000e+01   8.60977960e-02   4.07410146e-04   1.47790834e-02   2.98680907e-04   2.02257721e-01   1.40755905e-03   4.00189652e-03   3.91617837e-04
  4.50000000e+01   8.49649415e-02   4.13905886e-04   1.44275046e-02   3.03291086e-04   1.99463052e-01   1.42167027e-03   3.82631262e-03   3.99315710e-04
  4.60000000e+01   8.40339313e-02   4.19407627e-04   1.41151956e-02   3.08140461e-04   1.97135340e-01   1.43466789e-03   3.67199779e-03   4.06440948e-04
  4.70000000e+01   8.33130251e-02   4.24267297e-04   1.38714842e-02   3.12100817e-04   1.95274540e-01   1.44782044e-03   3.53706236e-03   4.14566896e-04
  4.80000000e+01   8.27991930e-02   4.28039162e-04   1.37085503e-02   3.15539001e-04   1.94011781e-01   1.45891277e-03   3.45954244e-03   4.22774484e-04
  4.90000000e+01   8.24901096e-02   4.30491991e-04   1.36187221e-02   3.17662622e-04   1.93269358e-01   1.46544928e-03   3.41860391e-03   4.28849199e-04
  5.00000000e+01   8.23907300e-02   4.31295412e-04   1.35867783e-02   3.18370824e-04   1.93048123e-01   1.46944691e-03   3.42432395e-03   4.32370974e-04
