# n  yc_mean  yc_err  y2c_mean  y2c_err  y3c_mean  y3c_err  Ac_mean  Ac_err
  1.00000000e+00   4.81966862e-01   4.63112163e-04   4.64364136e-01   9.63313518e-04   1.78068333e+00   5.79522852e-03   6.69452251e-01   2.72605476e-03
  2.00000000e+00   4.58805333e-01   4.60367646e-04   4.20789357e-01   9.18796698e-04   1.63507231e+00   5.48842312e-03   5.77266195e-01   2.52238553e-03
  3.00000000e+00   4.36793539e-01   4.56274826e-04   3.81378019e-01   8.74134433e-04   1.50496998e+00   5.19223113e-03   4.97905237e-01   2.32645055e-03
  4.00000000e+00   4.15868703e-01   4.50865879e-04   3.45708310e-01   8.29510356e-04   1.38835757e+00   4.90589135e-03   4.29529143e-01   2.13947942e-03
  5.00000000e+00   3.95983552e-01   4.44522116e-04   3.13420519e-01   7.85270925e-04   1.28363068e+00   4.62926121e-03   3.70677316e-01   1.96199887e-03
  6.00000000e+00   3.77091398e-01   4.37354286e-04   2.84221419e-01   7.42433742e-04   1.18943338e+00   4.36898560e-03   3.20040349e-01   1.80008685e-03
  7.00000000e+00   3.59143074e-01   4.29212376e-04   2.57788754e-01   7.01486720e-04   1.10439845e+00   4.12710586e-03   2.76410711e-01   1.65375859e-03
  8.00000000e+00   3.42087263e-01   4.20603905e-04   2.33875169e-01   6.62495848e-04   1.02745094e+00   3.89955552e-03   2.38776355e-01   1.51864987e-03
  9.00000000e+00   3.25890669e-01   4.11461461e-04   2.12228106e-01   6.25507694e-04   9.57678002e-01   3.68671174e-03   2.06365473e-01   1.39456807e-03
  1.00000000e+01   3.10507990e-01   4.02262570e-04   1.92639573e-01   5.91142225e-04   8.94234887e-01   3.48787744e-03   1.78407054e-01   1.28356312e-03
  1.10000000e+01   2.95903322e-01   3.93069673e-04   1.74922853e-01   5.59174432e-04   8.36488364e-01   3.30312281e-03   1.54329496e-01   1.18457551e-03
  1.20000000e+01   2.82035093e-01   3.83642005e-04   1.58902973e-01   5.29125251e-04   7.83822216e-01   3.13033862e-03   1.33611121e-01   1.09505697e-03
  1.30000000e+01   2.68871827e-01   3.74343816e-04   1.44408971e-01   5.01172550e-04   7.35673377e-01   2.96945679e-03   1.15765412e-01   1.01518172e-03
  1.40000000e+01   2.56372671e-01   3.65546910e-04   1.31270448e-01   4.74862173e-04   6.91439363e-01   2.81548344e-03   1.00327415e-01   9.39805569e-04
  1.50000000e+01   2.44518005e-01   3.57085253e-04   1.19385122e-01   4.50267468e-04   6.50863641e-01   2.66988837e-03   8.70700359e-02   8.71509528e-04
  1.60000000e+01   2.33275032e-01   3.49238707e-04   1.08648280e-01   4.28155050e-04   6.13594815e-01   2.53813971e-03   7.56671143e-02   8.12304559e-04
  1.70000000e+01   2.22608899e-01   3.41838479e-04   9.89131626e-02   4.08437071e-04   5.79135225e-01   2.41785336e-03   6.57979092e-02   7.61089673e-04
  1.80000000e+01   2.12507277e-01   3.35308040e-04   9.01129688e-02   3.89929201e-04   5.47321401e-01   2.30749987e-03   5.72650383e-02   7.15392058e-04
  1.90000000e+01   2.02939340e-01   3.29675587e-04   8.21460094e-02   3.73707800e-04   5.17923333e-01   2.20543212e-03   4.99236250e-02   6.72762536e-04
  2.00000000e+01   1.93874583e-01   3.24650211e-04   7.49304307e-02   3.58675087e-04   4.90633829e-01   2.10959769e-03   4.35577238e-02   6.33914263e-04
  2.10000000e+01   1.85293540e-01   3.20180615e-04   6.84067829e-02   3.45446819e-04   4.65346619e-01   2.02261987e-03   3.80927269e-02   5.98649440e-04
  2.20000000e+01   1.77186746e-01   3.16458717e-04   6.25217967e-02   3.33191684e-04   4.41888737e-01   1.94060906e-03   3.33581901e-02   5.66802312e-04
  2.30000000e+01   1.69531395e-01   3.13329227e-04   5.71950591e-02   3.22140292e-04   4.20083178e-01   1.86356106e-03   2.92525740e-02   5.36273771e-04
  2.40000000e+01   1.62308081e-01   3.10854986e-04   5.23880111e-02   3.12395350e-04   3.99783683e-01   1.79239443e-03   2.56630821e-02   5.10018755e-04
  2.50000000e+01   1.55489102e-01   3.09415904e-04   4.80215538e-02   3.04097835e-04   3.80817612e-01   1.72728637e-03   2.24857019e-02   4.84926073e-04
