# n  DE_yc  DE_yc_err  DE_y2c  DE_y2c_err  DE_y3c  DE_y3c_err  DE_Ac  DE_Ac_err
  1.00000000e+00   9.83352053e-01   1.01577296e-03   1.96415406e+00   2.77254517e-03   1.67748673e+00   2.86943218e-03   2.94484639e+00   7.93539862e-03
  2.00000000e+00   9.81385829e-01   1.07404492e-03   1.96046418e+00   2.99849159e-03   1.61603448e+00   2.92613163e-03   2.93615162e+00   8.78755576e-03
  3.00000000e+00   9.78742784e-01   1.13453535e-03   1.95403101e+00   3.23742721e-03   1.55614269e+00   2.97495171e-03   2.92546509e+00   9.67600892e-03
  4.00000000e+00   9.76021013e-01   1.21521768e-03   1.94869142e+00   3.54291578e-03   1.50034742e+00   3.02976699e-03   2.91621486e+00   1.07242835e-02
  5.00000000e+00   9.72745151e-01   1.32726471e-03   1.94280808e+00   3.87261597e-03   1.44816188e+00   3.12609649e-03   2.90690993e+00   1.19082796e-02
  6.00000000e+00   9.68868810e-01   1.42254380e-03   1.93327554e+00   4.23354888e-03   1.39611772e+00   3.31094259e-03   2.89062688e+00   1.35155332e-02
  7.00000000e+00   9.64145323e-01   1.52915023e-03   1.92392837e+00   4.67136883e-03   1.34839278e+00   3.47729888e-03   2.87498508e+00   1.51869126e-02
  8.00000000e+00   9.58682533e-01   1.66647494e-03   1.91168946e+00   5.08107715e-03   1.30158359e+00   3.56808013e-03   2.85333557e+00   1.68794366e-02
  9.00000000e+00   9.53232987e-01   1.80687492e-03   1.90095625e+00   5.53848983e-03   1.26295713e+00   3.69601384e-03   2.85175661e+00   1.89712991e-02
  1.00000000e+01   9.47721545e-01   1.93334607e-03   1.89185000e+00   6.09241860e-03   1.22624320e+00   3.88150006e-03   2.84404681e+00   2.19492876e-02
  1.10000000e+01   9.40908316e-01   2.06276126e-03   1.87803484e+00   6.60413672e-03   1.18794766e+00   3.95231119e-03   2.81633467e+00   2.43801411e-02
  1.20000000e+01   9.33445669e-01   2.22154733e-03   1.86564752e+00   7.35089865e-03   1.15565565e+00   4.22789160e-03   2.80606970e+00   2.87569323e-02
  1.30000000e+01   9.23970849e-01   2.33443585e-03   1.84903880e+00   7.87575601e-03   1.12245780e+00   4.36900598e-03   2.78202666e+00   3.17932460e-02
  1.40000000e+01   9.14457276e-01   2.47472626e-03   1.83215875e+00   8.67521357e-03   1.09060478e+00   4.54787914e-03   2.75427571e+00   3.54667485e-02
  1.50000000e+01   9.02567287e-01   2.63848330e-03   1.80642471e+00   9.41177853e-03   1.05420983e+00   4.64637775e-03   2.68370379e+00   3.96537760e-02
  1.60000000e+01   8.89250484e-01   2.83432159e-03   1.77847519e+00   1.01407746e-02   1.02052940e+00   4.93468715e-03   2.63715750e+00   4.51363846e-02
  1.70000000e+01   8.74394943e-01   3.03280956e-03   1.74129383e+00   1.09391851e-02   9.87562390e-01   5.13500602e-03   2.57036190e+00   5.09836956e-02
  1.80000000e+01   8.57950168e-01   3.24656221e-03   1.70896540e+00   1.20347777e-02   9.58130576e-01   5.37928071e-03   2.53310556e+00   5.80731062e-02
  1.90000000e+01   8.38973859e-01   3.50127140e-03   1.67115582e+00   1.33645176e-02   9.29268843e-01   5.74524839e-03   2.52527058e+00   6.52343111e-02
  2.00000000e+01   8.16912045e-01   3.72010495e-03   1.62881240e+00   1.49295310e-02   8.99667953e-01   5.98963792e-03   2.50463808e+00   7.42979230e-02
  2.10000000e+01   7.94569104e-01   3.94586873e-03   1.58933608e+00   1.62858042e-02   8.68260727e-01   6.24351820e-03   2.48164789e+00   8.37983733e-02
  2.20000000e+01   7.67263791e-01   4.17903221e-03   1.54039446e+00   1.79354527e-02   8.32678973e-01   6.51953942e-03   2.43450307e+00   9.39431179e-02
  2.30000000e+01   7.38230662e-01   4.37677100e-03   1.47023611e+00   2.02393267e-02   7.91738050e-01   6.87869971e-03   2.30421696e+00   1.05879605e-01
  2.40000000e+01   7.05236308e-01   4.58578126e-03   1.41040242e+00   2.18535632e-02   7.51116610e-01   7.13975976e-03   2.11823813e+00   1.16435322e-01
  2.50000000e+01   6.70993215e-01   4.63357964e-03   1.33606553e+00   2.33199449e-02   7.06982658e-01   7.35369105e-03   1.99715886e+00   1.29488442e-01
  2.60000000e+01   6.30658853e-01   4.75668027e-03   1.23709061e+00   2.48794418e-02   6.61964551e-01   7.55825501e-03   1.86224686e+00   1.45806217e-01
  2.70000000e+01   5.88820474e-01   4.75808031e-03   1.16038276e+00   2.67554676e-02   6.15835746e-01   7.62590468e-03   1.69291674e+00   1.56967100e-01
  2.80000000e+01   5.42009936e-01   4.79036158e-03   1.06924800e+00   2.89982641e-02   5.66463050e-01   7.90017271e-03   1.48230706e+00   1.73589145e-01
  2.90000000e+01   4.90510426e-01   4.77823117e-03   9.64329289e-01   2.99471125e-02   5.10252535e-01   7.93426248e-03   1.29553156e+00   1.77983827e-01
  3.00000000e+01   4.38791918e-01   4.64480140e-03   8.56486968e-01   3.08270357e-02   4.56566692e-01   7.91355898e-03   1.13978570e+00   1.92331876e-01
  3.10000000e+01   3.82409058e-01   4.42105866e-03   7.49633075e-01   3.08339551e-02   3.94246275e-01   7.66310198e-03   7.87628734e-01   1.85062607e-01
  3.20000000e+01   3.22898534e-01   4.15602726e-03   6.33219813e-01   3.08451741e-02   3.28190133e-01   7.38850880e-03   6.27964005e-01   1.94737031e-01
  3.30000000e+01   2.62619860e-01   3.71320638e-03   5.12711567e-01   2.90750789e-02   2.68666365e-01   6.95910477e-03   5.54428119e-01   1.94693051e-01
  3.40000000e+01   1.99631030e-01   3.12769595e-03   4.23536950e-01   2.74968606e-02   2.05359101e-01   6.55303162e-03   3.95878344e-01   1.89931968e-01
  3.50000000e+01   1.35187785e-01   2.48389378e-03   2.73660621e-01   2.33407729e-02   1.33848448e-01   5.41066636e-03   1.47907455e-01   1.65560205e-01
